full_address,estimate_date,estimate_value,estimate_range,link
"119A Ironside Road, Johnsonville, Wellington",8/10/2018,$1.01M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/119a-ironside-road/pDy0O
"27A Rotoiti Street, Johnsonville, Wellington",22/08/2016,$900K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/27a-rotoiti-street/Mknx4
"12B Atua Street, Johnsonville, Wellington",25/02/2015,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/12b-atua-street/x4JYZ
"3 Dominion Park Street, Johnsonville, Wellington",1/01/1970,$820K,$765K - $875K,https://www.homes.co.nz/address/wellington/johnsonville/3-dominion-park-street/kkK5p
"107A Fraser Avenue, Johnsonville, Wellington",30/10/2003,$705K,$665K - $745K,https://www.homes.co.nz/address/wellington/johnsonville/107a-fraser-avenue/kkDAP
"24 Truscott Avenue, Johnsonville, Wellington",3/02/2016,$820K,$775K - $865K,https://www.homes.co.nz/address/wellington/johnsonville/24-truscott-avenue/2E0vN
"12A Kitchener Terrace, Johnsonville, Wellington",10/12/2020,$840K,$785K - $900K,https://www.homes.co.nz/address/wellington/johnsonville/12a-kitchener-terrace/9YPMW
"61 Chesterton Street, Johnsonville, Wellington",27/09/2016,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/61-chesterton-street/E0WaG
"27A Cortina Avenue, Johnsonville, Wellington",23/06/2017,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/27a-cortina-avenue/pD5Qa
"17B Sim Street, Johnsonville, Wellington",6/06/2001,$1.06M,$990K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/17b-sim-street/a7r1w
"58A Woodland Road, Johnsonville, Wellington",27/11/2019,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/58a-woodland-road/x4ExO
"9 Hindmarsh Street, Johnsonville, Wellington",1/01/1970,$880K,$820K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/9-hindmarsh-street/84VEj
"34B Middleton Road, Johnsonville, Wellington",1/01/1970,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/34b-middleton-road/ZoLxN
"6 Duggan Place, Johnsonville, Wellington",10/10/2009,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/6-duggan-place/84Vgr
"19 Cortina Avenue, Johnsonville, Wellington",20/08/2003,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/19-cortina-avenue/bLka4
"49 Clifford Road, Johnsonville, Wellington",3/03/2006,$840K,$795K - $885K,https://www.homes.co.nz/address/wellington/johnsonville/49-clifford-road/gglPe
"67 Ironside Road, Johnsonville, Wellington",19/12/2017,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/67-ironside-road/0rMgj
"8 Erris Street, Johnsonville, Wellington",23/07/2015,$940K,$875K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/8-erris-street/ZnKww
"99 Ironside Road, Johnsonville, Wellington",26/02/2015,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/99-ironside-road/7EvGO
"14 Haumia Street, Johnsonville, Wellington",1/01/1970,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/14-haumia-street/QR91P
"47 Fraser Avenue, Johnsonville, Wellington",24/08/2017,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/47-fraser-avenue/PagQk
"53 Bould Street, Johnsonville, Wellington",1/01/1970,$830K,$775K - $890K,https://www.homes.co.nz/address/wellington/johnsonville/53-bould-street/X4XAN
"3 Ironside Road, Johnsonville, Wellington",22/10/2020,$2.15M,$2.03M - $2.26M,https://www.homes.co.nz/address/wellington/johnsonville/3-ironside-road/ZoRKL
"43 Middleton Road, Johnsonville, Wellington",1/01/1970,$1.12M,$1.04M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/43-middleton-road/ROlRy
"64 Bassett Road, Johnsonville, Wellington",18/12/2019,$885K,$825K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/64-bassett-road/84Vr1
"13 Kitchener Terrace, Johnsonville, Wellington",16/08/2016,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/13-kitchener-terrace/QRQ7x
"24A Tarawera Road, Johnsonville, Wellington",31/01/2019,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/24a-tarawera-road/wxj1q
"8 Norwood Place, Johnsonville, Wellington",5/02/2015,$1.28M,$1.19M - $1.36M,https://www.homes.co.nz/address/wellington/johnsonville/8-norwood-place/Pa70v
"111 John Sims Drive, Johnsonville, Wellington",5/11/1998,$1.07M,$995K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/111-john-sims-drive/jDBre
"9 Hollies Crescent, Johnsonville, Wellington",20/03/2007,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/9-hollies-crescent/kkNwo
"11 Tralee Place, Johnsonville, Wellington",11/07/2008,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/11-tralee-place/o0axg
"18 Stonefield Place, Johnsonville, Wellington",31/03/2016,$1.07M,$995K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/18-stonefield-place/oybj2
"62 Cortina Avenue, Johnsonville, Wellington",10/10/2005,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/62-cortina-avenue/Paeek
"6 Braemar Terrace, Johnsonville, Wellington",13/02/2014,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/6-braemar-terrace/rX4RY
"9 Kipling Street, Johnsonville, Wellington",23/03/2016,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/9-kipling-street/jDKPj
"18 Hawtrey Terrace, Johnsonville, Wellington",14/08/1998,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/18-hawtrey-terrace/pDvqa
"27 Chesterton Street, Johnsonville, Wellington",21/01/2021,$1.17M,$1.09M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/27-chesterton-street/jDEOe
"61 Burgess Road, Johnsonville, Wellington",24/03/2001,$1.43M,$1.33M - $1.53M,https://www.homes.co.nz/address/wellington/johnsonville/61-burgess-road/K0xOq
"130A Broderick Road, Johnsonville, Wellington",28/11/2013,$1.04M,$965K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/130a-broderick-road/84eJn
"16B Trafalgar Street, Johnsonville, Wellington",17/02/2021,$885K,$835K - $930K,https://www.homes.co.nz/address/wellington/johnsonville/16b-trafalgar-street/ZonJL
"1/46 Ohariu Road, Johnsonville, Wellington",1/04/2019,$725K,$685K - $765K,https://www.homes.co.nz/address/wellington/johnsonville/1-46-ohariu-road/2EXQe
"129A Ohariu Road, Johnsonville, Wellington",17/06/2009,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/129a-ohariu-road/vyYeG
"34 Arapiko Street, Johnsonville, Wellington",27/08/2020,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/34-arapiko-street/rX0yY
"8 Tatum Way, Johnsonville, Wellington",7/05/2019,$910K,$845K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/8-tatum-way/rXG5D
"9 Kitchener Terrace, Johnsonville, Wellington",1/01/1970,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/9-kitchener-terrace/B4EjR
"36 Middleton Road, Johnsonville, Wellington",30/11/2010,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/36-middleton-road/7E0xN
"91 Moorefield Road, Johnsonville, Wellington",24/09/1997,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/91-moorefield-road/LDg90
"34C Bould Street, Johnsonville, Wellington",1/01/1970,$755K,$715K - $795K,https://www.homes.co.nz/address/wellington/johnsonville/34c-bould-street/7EG9Q
"46 Helston Road, Johnsonville, Wellington",23/08/2006,$395K,$360K - $430K,https://www.homes.co.nz/address/wellington/johnsonville/46-helston-road/wxyjD
"5/5 Hawtrey Terrace, Johnsonville, Wellington",9/09/2001,$970K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/5-5-hawtrey-terrace/qk9ND
"38A Bassett Road, Johnsonville, Wellington",8/05/2008,$625K,$590K - $660K,https://www.homes.co.nz/address/wellington/johnsonville/38a-bassett-road/eBoZ5
"3C Corlett Street, Johnsonville, Wellington",7/01/2015,$980K,$925K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/3c-corlett-street/15zPq
"66 Truscott Avenue, Johnsonville, Wellington",25/06/2012,$895K,$845K - $945K,https://www.homes.co.nz/address/wellington/johnsonville/66-truscott-avenue/ggWzD
"12 Braemar Terrace, Johnsonville, Wellington",17/02/2011,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/12-braemar-terrace/DLKLM
"60 Cortina Avenue, Johnsonville, Wellington",11/12/2006,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/60-cortina-avenue/ZowrV
"10 Bould Street, Johnsonville, Wellington",24/05/2016,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/10-bould-street/4EKGM
"14 Bannister Avenue, Johnsonville, Wellington",15/10/2013,$1.03M,$955K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/14-bannister-avenue/jDk2M
"14 Plumer Street, Johnsonville, Wellington",1/01/1970,$930K,$865K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/14-plumer-street/Mk0GK
"22 Tuapapa Street, Johnsonville, Wellington",14/05/2007,$1.03M,$955K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/22-tuapapa-street/0rEJO
"4 Atua Street, Johnsonville, Wellington",21/09/1998,$1.23M,$1.15M - $1.32M,https://www.homes.co.nz/address/wellington/johnsonville/4-atua-street/QRWJx
"55 Tarawera Road, Johnsonville, Wellington",1/01/1970,$880K,$820K - $945K,https://www.homes.co.nz/address/wellington/johnsonville/55-tarawera-road/ggxYB
"26 Saville Row, Johnsonville, Wellington",11/04/2011,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/26-saville-row/zOLDE
"2A Radnall Way, Johnsonville, Wellington",17/05/2020,$655K,$620K - $690K,https://www.homes.co.nz/address/wellington/johnsonville/2a-radnall-way/alzN5
"43A Bassett Road, Johnsonville, Wellington",20/07/2017,$670K,$635K - $710K,https://www.homes.co.nz/address/wellington/johnsonville/43a-bassett-road/Y2P4n
"15 Cortina Avenue, Johnsonville, Wellington",20/02/2013,$1.03M,$960K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/15-cortina-avenue/QYqOX
"27 Rotoiti Street, Johnsonville, Wellington",14/11/2012,$940K,$875K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/27-rotoiti-street/ROZpp
"2 Cortina Avenue, Johnsonville, Wellington",12/08/2011,$835K,$780K - $895K,https://www.homes.co.nz/address/wellington/johnsonville/2-cortina-avenue/vynQP
"55 Ironside Road, Johnsonville, Wellington",1/01/1970,$975K,$910K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/55-ironside-road/ggl0K
"22 Haumia Street, Johnsonville, Wellington",14/05/2006,$965K,$900K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/22-haumia-street/Mwl85
"58 Tarawera Road, Johnsonville, Wellington",3/03/2005,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/58-tarawera-road/LDzJ9
"81 Moorefield Road, Johnsonville, Wellington",31/03/2016,$860K,$805K - $920K,https://www.homes.co.nz/address/wellington/johnsonville/81-moorefield-road/NXgY9
"12 Ohariu Road, Johnsonville, Wellington",21/12/2020,$1.06M,$980K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/12-ohariu-road/84Azr
"17 Monowai Road, Johnsonville, Wellington",1/01/1970,$905K,$840K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/17-monowai-road/4E7W8
"22 Sheridan Terrace, Johnsonville, Wellington",19/02/2020,$930K,$865K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/22-sheridan-terrace/qklpO
"3 Swinford Crescent, Johnsonville, Wellington",1/01/1970,$1.33M,$1.24M - $1.43M,https://www.homes.co.nz/address/wellington/johnsonville/3-swinford-crescent/o0nLr
"14 Stephen Street, Johnsonville, Wellington",1/01/1970,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/14-stephen-street/GkYvB
"18B Mclintock Street, Johnsonville, Wellington",1/01/1970,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/18b-mclintock-street/ggoR9
"6 Atua Street, Johnsonville, Wellington",29/05/2003,$840K,$780K - $895K,https://www.homes.co.nz/address/wellington/johnsonville/6-atua-street/pDraG
"43B Dominion Park Street, Johnsonville, Wellington",8/04/2019,$875K,$815K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/43b-dominion-park-street/5ERMX
"139 Ohariu Road, Johnsonville, Wellington",1/01/1970,$905K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/139-ohariu-road/ekEWX
"23 Cortina Avenue, Johnsonville, Wellington",17/11/2019,$1.11M,$1.03M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/23-cortina-avenue/4EjaQ
"42 Ohariu Road, Johnsonville, Wellington",3/12/2004,$905K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/42-ohariu-road/2EMqN
"70 Broderick Road, Johnsonville, Wellington",14/04/2004,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/70-broderick-road/E07kG
"63 Tarawera Road, Johnsonville, Wellington",11/12/2020,$1.46M,$1.36M - $1.57M,https://www.homes.co.nz/address/wellington/johnsonville/63-tarawera-road/DLJaw
"93 Fraser Avenue, Johnsonville, Wellington",8/12/2011,$1.07M,$995K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/93-fraser-avenue/MkZRe
"36 Helston Road, Johnsonville, Wellington",25/01/1996,$1.37M,$1.27M - $1.46M,https://www.homes.co.nz/address/wellington/johnsonville/36-helston-road/ekjb2
"11 Hindmarsh Street, Johnsonville, Wellington",7/08/1996,$910K,$850K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/11-hindmarsh-street/NXa45
"7A Atua Street, Johnsonville, Wellington",23/05/2014,$865K,$820K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/7a-atua-street/X4JkW
"54 Bassett Road, Johnsonville, Wellington",26/08/2020,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/54-bassett-road/ROAvy
"162 Fraser Avenue, Johnsonville, Wellington",19/09/2015,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/162-fraser-avenue/bLoJb
"8 Mclintock Street, Johnsonville, Wellington",1/01/1970,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/8-mclintock-street/OgKJX
"10 Phillip Street, Johnsonville, Wellington",15/01/2016,$1.27M,$1.19M - $1.36M,https://www.homes.co.nz/address/wellington/johnsonville/10-phillip-street/7EOVM
"125 Broderick Road, Johnsonville, Wellington",28/03/2019,$1M,$935K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/125-broderick-road/Vabr9
"16 Stonefield Place, Johnsonville, Wellington",12/07/2015,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/16-stonefield-place/Y24YV
"22 Old Coach Road, Johnsonville, Wellington",1/06/2017,$795K,$750K - $840K,https://www.homes.co.nz/address/wellington/johnsonville/22-old-coach-road/X4qP7
"4 Woodland Road, Johnsonville, Wellington",25/06/2013,$1.35M,$1.26M - $1.45M,https://www.homes.co.nz/address/wellington/johnsonville/4-woodland-road/zOlg2
"8 Braemar Terrace, Johnsonville, Wellington",1/01/1970,$920K,$855K - $980K,https://www.homes.co.nz/address/wellington/johnsonville/8-braemar-terrace/OgLRY
"115 Moorefield Road, Johnsonville, Wellington",25/09/1999,$970K,$900K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/115-moorefield-road/ybJeK
"56 Fraser Avenue, Johnsonville, Wellington",1/01/1970,$900K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/56-fraser-avenue/kkwpj
"22 Saville Row, Johnsonville, Wellington",20/02/2013,$880K,$820K - $945K,https://www.homes.co.nz/address/wellington/johnsonville/22-saville-row/E0b7Q
"22 Ohariu Road, Johnsonville, Wellington",17/09/2016,$710K,$660K - $760K,https://www.homes.co.nz/address/wellington/johnsonville/22-ohariu-road/wx2Ml
"22 Angell Street, Johnsonville, Wellington",21/06/2020,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/22-angell-street/kkQRP
"62 Bassett Road, Johnsonville, Wellington",1/01/1970,$800K,$745K - $855K,https://www.homes.co.nz/address/wellington/johnsonville/62-bassett-road/bLl4e
"9 Stephen Street, Johnsonville, Wellington",12/02/2015,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/9-stephen-street/QRyEE
"24 Phillip Street, Johnsonville, Wellington",6/08/2009,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/24-phillip-street/pDBlM
"30B Truscott Avenue, Johnsonville, Wellington",1/01/1970,$660K,$620K - $695K,https://www.homes.co.nz/address/wellington/johnsonville/30b-truscott-avenue/alY5y
"84D Woodland Road, Johnsonville, Wellington",16/09/2009,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/84d-woodland-road/8YZDr
"63A Clifford Road, Johnsonville, Wellington",18/08/2016,$1.4M,$1.3M - $1.5M,https://www.homes.co.nz/address/wellington/johnsonville/63a-clifford-road/ggeKe
"2/25 Hollies Crescent, Johnsonville, Wellington",5/06/2019,$895K,$835K - $960K,https://www.homes.co.nz/address/wellington/johnsonville/2-25-hollies-crescent/MkxRk
"5/8 Middleton Road, Johnsonville, Wellington",13/07/2015,$920K,$870K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/5-8-middleton-road/Zogan
"19 Rossport Street, Johnsonville, Wellington",9/02/2017,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/19-rossport-street/157Lq
"1 Wanaka Street, Johnsonville, Wellington",6/12/2016,$4.15M,$3.86M - $4.44M,https://www.homes.co.nz/address/wellington/johnsonville/1-wanaka-street/QR4NA
"27 Erris Street, Johnsonville, Wellington",13/12/2004,$980K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/27-erris-street/bLz8l
"47 Woodland Road, Johnsonville, Wellington",11/11/2008,$1.03M,$960K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/47-woodland-road/gg7AV
"111 Fraser Avenue, Johnsonville, Wellington",23/09/2020,$785K,$730K - $840K,https://www.homes.co.nz/address/wellington/johnsonville/111-fraser-avenue/JLJvY
"116 Moorefield Road, Johnsonville, Wellington",31/03/2015,$795K,$750K - $840K,https://www.homes.co.nz/address/wellington/johnsonville/116-moorefield-road/Mkyvn
"25 Bannister Avenue, Johnsonville, Wellington",21/06/2010,$970K,$900K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/25-bannister-avenue/9YXV9
"50 Bannister Avenue, Johnsonville, Wellington",9/06/1996,$905K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/50-bannister-avenue/zOYr8
"54 Haumia Street, Johnsonville, Wellington",15/02/2013,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/54-haumia-street/kkQKO
"64 Bould Street, Johnsonville, Wellington",13/03/2015,$850K,$800K - $895K,https://www.homes.co.nz/address/wellington/johnsonville/64-bould-street/DLj2n
"18 Saville Row, Johnsonville, Wellington",20/01/2010,$1.02M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/18-saville-row/ybNlz
"76 Burgess Road, Johnsonville, Wellington",20/12/2004,$965K,$900K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/76-burgess-road/nL01W
"10 Fraser Avenue, Johnsonville, Wellington",30/05/2009,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/10-fraser-avenue/Va7Ll
"72 Chesterton Street, Johnsonville, Wellington",11/05/2012,$1.13M,$1.05M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/72-chesterton-street/QRplz
"39 Dominion Park Street, Johnsonville, Wellington",10/12/2020,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/39-dominion-park-street/4EYJQ
"24 Tarawera Road, Johnsonville, Wellington",23/06/2008,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/24-tarawera-road/ROZG7
"72 Cortina Avenue, Johnsonville, Wellington",22/07/1998,$1.07M,$995K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/72-cortina-avenue/7EkRq
"16 Hollies Crescent, Johnsonville, Wellington",9/02/2010,$955K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/16-hollies-crescent/jDEeM
"100 Woodland Road, Johnsonville, Wellington",7/09/2011,$1.02M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/100-woodland-road/LwaG0
"101 Ironside Road, Johnsonville, Wellington",1/01/1970,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/101-ironside-road/lXlNO
"18 Woodland Road, Johnsonville, Wellington",1/01/1970,$980K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/18-woodland-road/Vaev5
"2 Hilton Way, Johnsonville, Wellington",28/07/1999,$920K,$860K - $985K,https://www.homes.co.nz/address/wellington/johnsonville/2-hilton-way/Y2wkw
"60A Frankmoore Avenue, Johnsonville, Wellington",9/11/2018,$655K,$620K - $690K,https://www.homes.co.nz/address/wellington/johnsonville/60a-frankmoore-avenue/JLQN2
"92 Broderick Road, Johnsonville, Wellington",17/09/2002,$895K,$835K - $960K,https://www.homes.co.nz/address/wellington/johnsonville/92-broderick-road/ekLyx
"19B Sim Street, Johnsonville, Wellington",4/07/2016,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/19b-sim-street/Zoq0p
"22 Truscott Avenue, Johnsonville, Wellington",1/01/1970,$925K,$865K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/22-truscott-avenue/qkrxa
"3/31 Bould Street, Johnsonville, Wellington",19/05/2006,$860K,$800K - $920K,https://www.homes.co.nz/address/wellington/johnsonville/3-31-bould-street/ybZEO
"33B Bould Street, Johnsonville, Wellington",16/05/2019,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/33b-bould-street/0rAMG
"49 Bould Street, Johnsonville, Wellington",23/11/2017,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/49-bould-street/lXb4w
"83A Burgess Road, Johnsonville, Wellington",26/04/2017,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/83a-burgess-road/ekO9w
"95A Broderick Road, Johnsonville, Wellington",1/01/1970,$855K,$795K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/95a-broderick-road/bLv0k
"25A Elliott Street, Johnsonville, Wellington",1/01/1970,$910K,$845K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/25a-elliott-street/Rq5eq
"60B Frankmoore Avenue, Johnsonville, Wellington",9/11/2018,$705K,$665K - $740K,https://www.homes.co.nz/address/wellington/johnsonville/60b-frankmoore-avenue/X4nbn
"40A Sheridan Terrace, Johnsonville, Wellington",28/05/2019,$1.06M,$985K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/40a-sheridan-terrace/W4RNq
"11 Haumia Street, Johnsonville, Wellington",3/12/2006,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/11-haumia-street/Mk0ee
"28B Fraser Avenue, Johnsonville, Wellington",1/01/1970,$855K,$795K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/28b-fraser-avenue/x4Pbr
"67 Tarawera Road, Johnsonville, Wellington",5/11/2010,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/67-tarawera-road/kkVeo
"1E Bould Street, Johnsonville, Wellington",18/12/2009,$890K,$840K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/1e-bould-street/OgrnM
"1/45A Bould Street, Johnsonville, Wellington",24/01/2020,$655K,$620K - $690K,https://www.homes.co.nz/address/wellington/johnsonville/1-45a-bould-street/a7aVA
"5/7 Sheridan Terrace, Johnsonville, Wellington",10/10/2018,$905K,$855K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/5-7-sheridan-terrace/qkLNO
"2/8 Middleton Road, Johnsonville, Wellington",1/01/1970,$905K,$855K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/2-8-middleton-road/LD52X
"28 Old Coach Road, Johnsonville, Wellington",22/02/2010,$750K,$705K - $790K,https://www.homes.co.nz/address/wellington/johnsonville/28-old-coach-road/ekBAK
"20 Mclintock Street, Johnsonville, Wellington",21/03/2001,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/20-mclintock-street/Y2vx7
"10 Glenamoy Crescent, Johnsonville, Wellington",3/11/2011,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/10-glenamoy-crescent/bL9Qe
"28 Prospect Terrace, Johnsonville, Wellington",27/10/2010,$885K,$825K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/28-prospect-terrace/nLQep
"8 Rossport Street, Johnsonville, Wellington",10/06/1995,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/8-rossport-street/o0Zra
"106 Moorefield Road, Johnsonville, Wellington",20/02/2017,$785K,$740K - $830K,https://www.homes.co.nz/address/wellington/johnsonville/106-moorefield-road/ggGQB
"7 Fisher Street, Johnsonville, Wellington",1/01/1970,$800K,$745K - $855K,https://www.homes.co.nz/address/wellington/johnsonville/7-fisher-street/jD5pj
"10 Middleton Road, Johnsonville, Wellington",9/02/2017,$930K,$880K - $980K,https://www.homes.co.nz/address/wellington/johnsonville/10-middleton-road/15apX
"51 Bassett Road, Johnsonville, Wellington",2/12/2014,$1.11M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/51-bassett-road/OgljX
"2/31 Bannister Avenue, Johnsonville, Wellington",7/04/1997,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/2-31-bannister-avenue/9Yqxe
"101 Clifford Road, Johnsonville, Wellington",10/04/2018,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/101-clifford-road/o0PgV
"3 Birch Street, Johnsonville, Wellington",1/01/1970,$965K,$900K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/3-birch-street/LD8JN
"46 Woodland Road, Johnsonville, Wellington",25/08/2016,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/46-woodland-road/QRArx
"47 Erris Street, Johnsonville, Wellington",1/01/1970,$1.11M,$1.03M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/47-erris-street/JLgVe
"6 Birch Street, Johnsonville, Wellington",10/03/2015,$1.38M,$1.28M - $1.48M,https://www.homes.co.nz/address/wellington/johnsonville/6-birch-street/kkMnW
"72 Woodland Road, Johnsonville, Wellington",7/03/2014,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/72-woodland-road/7Exqv
"46A Kipling Street, Johnsonville, Wellington",3/04/1996,$995K,$925K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/46a-kipling-street/ek7B2
