full_address,estimate_date,estimate_value,estimate_range,link
"9 Tolhurst Street, Johnsonville, Wellington",11/08/1999,$500K,$460K - $545K,https://www.homes.co.nz/address/wellington/johnsonville/9-tolhurst-street/PaxQz
"2 Hollies Crescent, Johnsonville, Wellington",1/01/1970,$910K,$845K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/2-hollies-crescent/alPwe
"57 Truscott Avenue, Johnsonville, Wellington",17/12/2019,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/57-truscott-avenue/x4eOb
"39 Erris Street, Johnsonville, Wellington",1/01/1970,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/39-erris-street/rX9rR
"94 Woodland Road, Johnsonville, Wellington",6/04/2013,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/94-woodland-road/E0QDO
"21 Truscott Avenue, Johnsonville, Wellington",5/07/2013,$980K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/21-truscott-avenue/pDVeM
"37 Kipling Street, Johnsonville, Wellington",25/02/2021,$1.34M,$1.26M - $1.4M,https://www.homes.co.nz/address/wellington/johnsonville/37-kipling-street/ggDoD
"38 Bannister Avenue, Johnsonville, Wellington",23/05/1997,$830K,$775K - $890K,https://www.homes.co.nz/address/wellington/johnsonville/38-bannister-avenue/vyZrr
"45 Fraser Avenue, Johnsonville, Wellington",23/04/2015,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/45-fraser-avenue/ZoWo9
"58 Bould Street, Johnsonville, Wellington",21/01/1997,$895K,$830K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/58-bould-street/JLjnQ
"52 Burgess Road, Johnsonville, Wellington",4/02/1993,$1.35M,$1.26M - $1.45M,https://www.homes.co.nz/address/wellington/johnsonville/52-burgess-road/nLp9y
"5 Angell Street, Johnsonville, Wellington",1/01/1970,$910K,$850K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/5-angell-street/x45EG
"9 Bassett Road, Johnsonville, Wellington",1/01/1970,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/9-bassett-road/PaKWk
"26 Tarawera Road, Johnsonville, Wellington",4/02/2013,$1.07M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/26-tarawera-road/nLe9v
"23A Stephen Street, Johnsonville, Wellington",25/01/2019,$1.19M,$1.11M - $1.27M,https://www.homes.co.nz/address/wellington/johnsonville/23a-stephen-street/Zowzw
"5E Stephen Street, Johnsonville, Wellington",8/07/2004,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/5e-stephen-street/AlvNQ
"26B Fraser Avenue, Johnsonville, Wellington",7/08/2012,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/26b-fraser-avenue/o029g
"3 Angell Street, Johnsonville, Wellington",1/01/1970,$905K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/3-angell-street/GkykZ
"3 Hardy Street, Johnsonville, Wellington",1/01/1970,$410K,$375K - $445K,https://www.homes.co.nz/address/wellington/johnsonville/3-hardy-street/gg140
"77A Broderick Road, Johnsonville, Wellington",1/01/1970,$430K,$390K - $465K,https://www.homes.co.nz/address/wellington/johnsonville/77a-broderick-road/pDaMG
"16 Old Coach Road, Johnsonville, Wellington",10/11/1997,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/16-old-coach-road/Ogjvn
"53 Truscott Avenue, Johnsonville, Wellington",3/09/2010,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/53-truscott-avenue/Ogor1
"113 Ohariu Road, Johnsonville, Wellington",21/11/2019,$1.12M,$1.04M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/113-ohariu-road/15ZV0
"121 Ohariu Road, Johnsonville, Wellington",1/01/1970,$980K,$925K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/121-ohariu-road/K0r4n
"102 Broderick Road, Johnsonville, Wellington",13/10/2014,$1.05M,$975K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/102-broderick-road/qk221
"18 Birch Street, Johnsonville, Wellington",13/07/2010,$865K,$805K - $925K,https://www.homes.co.nz/address/wellington/johnsonville/18-birch-street/wxwaW
"73 Broderick Road, Johnsonville, Wellington",1/01/1970,$825K,$770K - $885K,https://www.homes.co.nz/address/wellington/johnsonville/73-broderick-road/84wYZ
"21 Chesterton Street, Johnsonville, Wellington",28/05/1992,$955K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/21-chesterton-street/74r9q
"3 Hawtrey Terrace, Johnsonville, Wellington",27/01/2021,$1.32M,$1.23M - $1.4M,https://www.homes.co.nz/address/wellington/johnsonville/3-hawtrey-terrace/VaEjl
"9 Tarawera Road, Johnsonville, Wellington",22/04/2014,$955K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/9-tarawera-road/W4aqk
"17 Bassett Road, Johnsonville, Wellington",21/11/2018,$1.31M,$1.22M - $1.4M,https://www.homes.co.nz/address/wellington/johnsonville/17-bassett-road/Zoy7L
"6 Ohariu Road, Johnsonville, Wellington",1/01/1970,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/6-ohariu-road/gg7gD
"33D Bassett Road, Johnsonville, Wellington",1/01/1970,$840K,$795K - $890K,https://www.homes.co.nz/address/wellington/johnsonville/33d-bassett-road/alzDB
"5A Atua Street, Johnsonville, Wellington",5/04/2018,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/5a-atua-street/VaQ5b
"9A Hindmarsh Street, Johnsonville, Wellington",3/03/1999,$815K,$770K - $860K,https://www.homes.co.nz/address/wellington/johnsonville/9a-hindmarsh-street/OgQAJ
"38A Bassett Road, Johnsonville, Wellington",8/05/2008,$625K,$590K - $660K,https://www.homes.co.nz/address/wellington/johnsonville/38a-bassett-road/eBoZ5
"43A Dominion Park Street, Johnsonville, Wellington",14/11/2017,$990K,$920K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/43a-dominion-park-street/QYqVY
"34A Middleton Road, Johnsonville, Wellington",28/03/2014,$1.1M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/34a-middleton-road/VaDMq
"85A Fraser Avenue, Johnsonville, Wellington",1/01/1970,$835K,$780K - $895K,https://www.homes.co.nz/address/wellington/johnsonville/85a-fraser-avenue/DLogL
"25 Elliott Street, Johnsonville, Wellington",17/09/2020,$995K,$925K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/25-elliott-street/74rYv
"11 Malaghan Grove, Johnsonville, Wellington",1/01/1970,$970K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/11-malaghan-grove/0kyQZ
"16 Birch Street, Johnsonville, Wellington",27/05/2019,$685K,$650K - $725K,https://www.homes.co.nz/address/wellington/johnsonville/16-birch-street/LDxlX
"25 Erris Street, Johnsonville, Wellington",26/01/2011,$900K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/25-erris-street/2E5Xq
"6 Swinford Crescent, Johnsonville, Wellington",30/04/2015,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/6-swinford-crescent/VanLq
"7 Earp Street, Johnsonville, Wellington",1/01/1970,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/7-earp-street/bL8Ne
"8 Earp Street, Johnsonville, Wellington",29/06/1995,$875K,$815K - $935K,https://www.homes.co.nz/address/wellington/johnsonville/8-earp-street/BlXXk
"53 Tarawera Road, Johnsonville, Wellington",2/02/2021,$960K,$895K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/53-tarawera-road/Y2VvV
"57 Fraser Avenue, Johnsonville, Wellington",1/01/1970,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/57-fraser-avenue/ROl17
"5 Radnall Way, Johnsonville, Wellington",6/01/2014,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/5-radnall-way/alL4n
"62 Burgess Road, Johnsonville, Wellington",8/04/2016,$1.12M,$1.04M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/62-burgess-road/Al2Wa
"25 Woodland Road, Johnsonville, Wellington",21/10/2009,$915K,$850K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/25-woodland-road/7Ewov
"2/23 Bould Street, Johnsonville, Wellington",14/06/2018,$900K,$850K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/2-23-bould-street/AlMGy
"8A Duggan Place, Johnsonville, Wellington",1/01/1970,$815K,$770K - $860K,https://www.homes.co.nz/address/wellington/johnsonville/8a-duggan-place/yba0W
"8 Prospect Terrace, Johnsonville, Wellington",16/01/2005,$910K,$845K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/8-prospect-terrace/ybOYM
"30D Earp Street, Johnsonville, Wellington",1/01/1970,$765K,$725K - $810K,https://www.homes.co.nz/address/wellington/johnsonville/30d-earp-street/gg8vQ
"42A Haumia Street, Johnsonville, Wellington",17/06/2021,$950K,$915K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/42a-haumia-street/4EbZk
"3/25 Hollies Crescent, Johnsonville, Wellington",8/02/2020,$950K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/3-25-hollies-crescent/ggQW0
"12D Trafalgar Street, Johnsonville, Wellington",1/01/1970,$780K,$740K - $825K,https://www.homes.co.nz/address/wellington/johnsonville/12d-trafalgar-street/ZoLzp
"33 Elliott Street, Johnsonville, Wellington",27/03/2014,$1.02M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/33-elliott-street/0row9
"51 Meadowcroft Grove, Johnsonville, Wellington",19/02/2020,$1.18M,$1.1M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/51-meadowcroft-grove/7EXaQ
"10 Birch Street, Johnsonville, Wellington",3/11/2000,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/10-birch-street/5ENgX
"1 Rotoiti Street, Johnsonville, Wellington",1/01/1970,$995K,$925K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/1-rotoiti-street/kxbyA
"130 Moorefield Road, Johnsonville, Wellington",1/01/1970,$955K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/130-moorefield-road/15ePw
"17 Arapiko Street, Johnsonville, Wellington",12/03/2001,$1.03M,$955K - $1.1M,https://www.homes.co.nz/address/wellington/johnsonville/17-arapiko-street/ggoy9
"35 Kipling Street, Johnsonville, Wellington",1/01/1970,$1.17M,$1.08M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/35-kipling-street/JLgya
"36 Kipling Street, Johnsonville, Wellington",2/12/2020,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/36-kipling-street/rXzoG
"39 Bould Street, Johnsonville, Wellington",1/01/1970,$1.73M,$1.64M - $1.83M,https://www.homes.co.nz/address/wellington/johnsonville/39-bould-street/W4WRx
"29 Monowai Road, Johnsonville, Wellington",26/09/2019,$865K,$805K - $925K,https://www.homes.co.nz/address/wellington/johnsonville/29-monowai-road/NX9A4
"40 Middleton Road, Johnsonville, Wellington",23/04/2017,$895K,$835K - $960K,https://www.homes.co.nz/address/wellington/johnsonville/40-middleton-road/84O8K
"8A Hollies Crescent, Johnsonville, Wellington",16/12/2020,$955K,$905K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/8a-hollies-crescent/VaeN7
"56 Bassett Road, Johnsonville, Wellington",12/05/2019,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/56-bassett-road/alGay
"114 John Sims Drive, Johnsonville, Wellington",12/04/2001,$1.22M,$1.13M - $1.3M,https://www.homes.co.nz/address/wellington/johnsonville/114-john-sims-drive/2EAqJ
"70 Truscott Avenue, Johnsonville, Wellington",17/11/2000,$730K,$690K - $770K,https://www.homes.co.nz/address/wellington/johnsonville/70-truscott-avenue/845AK
"2 Old Coach Road, Johnsonville, Wellington",21/01/2015,$1.04M,$965K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/2-old-coach-road/lXAex
"40 Branscombe Street, Johnsonville, Wellington",1/01/1970,$920K,$855K - $985K,https://www.homes.co.nz/address/wellington/johnsonville/40-branscombe-street/bLNOy
"5 Safari Crescent, Johnsonville, Wellington",14/12/2017,$920K,$855K - $985K,https://www.homes.co.nz/address/wellington/johnsonville/5-safari-crescent/X4BKY
"108 Moorefield Road, Johnsonville, Wellington",1/01/1970,$780K,$735K - $820K,https://www.homes.co.nz/address/wellington/johnsonville/108-moorefield-road/ZoXVw
"20 Trafalgar Street, Johnsonville, Wellington",20/01/2009,$1.12M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/20-trafalgar-street/9Y8yo
"24 Middleton Road, Johnsonville, Wellington",25/06/2003,$795K,$750K - $840K,https://www.homes.co.nz/address/wellington/johnsonville/24-middleton-road/OgJMn
"66 Bassett Road, Johnsonville, Wellington",1/01/1970,$930K,$865K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/66-bassett-road/rXjvn
"7 Morgan Street, Johnsonville, Wellington",1/01/1970,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/7-morgan-street/K0xlE
"8 Hardy Street, Johnsonville, Wellington",1/01/1970,$1.36M,$1.27M - $1.46M,https://www.homes.co.nz/address/wellington/johnsonville/8-hardy-street/o0108
"8 Sheridan Terrace, Johnsonville, Wellington",22/02/2018,$1.07M,$990K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/8-sheridan-terrace/x4PR2
"58 Woodland Road, Johnsonville, Wellington",8/11/2006,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/58-woodland-road/kkAPo
"151 Old Coach Road, Johnsonville, Wellington",1/01/1970,$TBC,$ - $,https://www.homes.co.nz/address/wellington/johnsonville/151-old-coach-road/RO2rx
"29A Elliott Street, Johnsonville, Wellington",1/01/1970,$855K,$795K - $910K,https://www.homes.co.nz/address/wellington/johnsonville/29a-elliott-street/15aqw
"40A Middleton Road, Johnsonville, Wellington",11/03/2010,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/40a-middleton-road/NXv2l
"5D Stephen Street, Johnsonville, Wellington",3/02/2021,$1M,$940K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/5d-stephen-street/JLpJ2
"19A Cunliffe Street, Johnsonville, Wellington",4/10/2017,$1.13M,$1.05M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/19a-cunliffe-street/15WjE
"35A Dominion Park Street, Johnsonville, Wellington",21/05/2015,$910K,$860K - $960K,https://www.homes.co.nz/address/wellington/johnsonville/35a-dominion-park-street/rXJzn
"21 Dominion Park Street, Johnsonville, Wellington",26/03/2014,$705K,$655K - $755K,https://www.homes.co.nz/address/wellington/johnsonville/21-dominion-park-street/ybZZE
"8/8 Middleton Road, Johnsonville, Wellington",21/10/2020,$920K,$870K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/8-8-middleton-road/LD2MV
"54 Truscott Avenue, Johnsonville, Wellington",1/12/2011,$1.12M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/54-truscott-avenue/ekqnK
"19 Prospect Terrace, Johnsonville, Wellington",22/08/2006,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/19-prospect-terrace/15ADE
"24 Woodland Road, Johnsonville, Wellington",16/05/2011,$1.37M,$1.28M - $1.47M,https://www.homes.co.nz/address/wellington/johnsonville/24-woodland-road/E0qQa
"4 Old Coach Road, Johnsonville, Wellington",1/05/2013,$1.05M,$975K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/4-old-coach-road/kk5Qp
"5 Rossport Street, Johnsonville, Wellington",1/01/1970,$975K,$910K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/5-rossport-street/NXZ4W
"5 Tatum Way, Johnsonville, Wellington",1/01/1970,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/5-tatum-way/15xw0
"64 Frankmoore Avenue, Johnsonville, Wellington",2/05/2018,$880K,$820K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/64-frankmoore-avenue/ekrN5
"116 Stewart Drive, Johnsonville, Wellington",14/08/2012,$875K,$815K - $935K,https://www.homes.co.nz/address/wellington/johnsonville/116-stewart-drive/0r1vj
"42 Hindmarsh Street, Johnsonville, Wellington",1/01/1970,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/42-hindmarsh-street/zOv92
"44 Hindmarsh Street, Johnsonville, Wellington",10/10/1997,$905K,$845K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/44-hindmarsh-street/LDLnJ
"50 Middleton Road, Johnsonville, Wellington",1/01/1970,$1.23M,$1.15M - $1.32M,https://www.homes.co.nz/address/wellington/johnsonville/50-middleton-road/wxAvq
"25 Meadowcroft Grove, Johnsonville, Wellington",18/12/1998,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/25-meadowcroft-grove/vObMK
"101A Fraser Avenue, Johnsonville, Wellington",1/03/2012,$845K,$785K - $900K,https://www.homes.co.nz/address/wellington/johnsonville/101a-fraser-avenue/JLEDa
"14A Trafalgar Street, Johnsonville, Wellington",1/01/1970,$885K,$835K - $935K,https://www.homes.co.nz/address/wellington/johnsonville/14a-trafalgar-street/Y2B2M
"15A Stephen Street, Johnsonville, Wellington",13/06/2001,$785K,$745K - $830K,https://www.homes.co.nz/address/wellington/johnsonville/15a-stephen-street/LDkJJ
"11 Petherick Crescent, Johnsonville, Wellington",25/11/2010,$825K,$780K - $870K,https://www.homes.co.nz/address/wellington/johnsonville/11-petherick-crescent/NX1jk
"107B Fraser Avenue, Johnsonville, Wellington",7/05/2021,$705K,$680K - $720K,https://www.homes.co.nz/address/wellington/johnsonville/107b-fraser-avenue/jDgRW
"130 Fraser Avenue, Johnsonville, Wellington",11/03/2017,$920K,$855K - $985K,https://www.homes.co.nz/address/wellington/johnsonville/130-fraser-avenue/0rXWO
"129 Ironside Road, Johnsonville, Wellington",11/04/2019,$800K,$745K - $855K,https://www.homes.co.nz/address/wellington/johnsonville/129-ironside-road/Al8oL
"12 Old Coach Road, Johnsonville, Wellington",21/05/2013,$805K,$760K - $850K,https://www.homes.co.nz/address/wellington/johnsonville/12-old-coach-road/kkopv
"13 Earp Street, Johnsonville, Wellington",1/01/1970,$1.06M,$985K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/13-earp-street/VaQzy
"1 Earp Street, Johnsonville, Wellington",11/03/2020,$1.43M,$1.33M - $1.53M,https://www.homes.co.nz/address/wellington/johnsonville/1-earp-street/5EVv4
"26 Rossport Street, Johnsonville, Wellington",17/06/2021,$820K,$785K - $835K,https://www.homes.co.nz/address/wellington/johnsonville/26-rossport-street/alG5Q
"73 Ironside Road, Johnsonville, Wellington",4/03/2016,$1.06M,$985K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/73-ironside-road/ROlVy
"11 Sim Street, Johnsonville, Wellington",1/01/1970,$1.01M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/11-sim-street/ekW2K
"18 Atua Street, Johnsonville, Wellington",1/01/1970,$790K,$735K - $845K,https://www.homes.co.nz/address/wellington/johnsonville/18-atua-street/2En8L
"19 Arapiko Street, Johnsonville, Wellington",1/01/1970,$1.09M,$1.01M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/19-arapiko-street/Gk7w1
"46 Bould Street, Johnsonville, Wellington",1/01/1970,$825K,$770K - $885K,https://www.homes.co.nz/address/wellington/johnsonville/46-bould-street/LwapN
"20 Saville Row, Johnsonville, Wellington",30/01/2014,$915K,$850K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/20-saville-row/lXw4b
"33 Monowai Road, Johnsonville, Wellington",15/03/2019,$905K,$840K - $965K,https://www.homes.co.nz/address/wellington/johnsonville/33-monowai-road/W4Orx
"43 Chesterton Street, Johnsonville, Wellington",18/03/2010,$1.07M,$990K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/43-chesterton-street/ggKqe
"12 Tralee Place, Johnsonville, Wellington",26/07/2013,$860K,$815K - $910K,https://www.homes.co.nz/address/wellington/johnsonville/12-tralee-place/0renZ
"20 Bould Street, Johnsonville, Wellington",15/03/2017,$980K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/20-bould-street/lXMyE
"48 Helston Road, Johnsonville, Wellington",7/07/2016,$1.05M,$975K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/48-helston-road/OgR0J
"34 Kipling Street, Johnsonville, Wellington",15/04/2018,$1.07M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/34-kipling-street/wrgkD
"86A Woodland Road, Johnsonville, Wellington",19/05/2021,$1.14M,$1.06M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/86a-woodland-road/qklE7
"2/46 Ohariu Road, Johnsonville, Wellington",30/11/2017,$725K,$685K - $765K,https://www.homes.co.nz/address/wellington/johnsonville/2-46-ohariu-road/qkEQ7
"25 Middleton Road, Johnsonville, Wellington",1/01/1970,$915K,$850K - $980K,https://www.homes.co.nz/address/wellington/johnsonville/25-middleton-road/LDyYq
"28 Erris Street, Johnsonville, Wellington",8/03/2021,$1.15M,$1.08M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/28-erris-street/qkej4
"3 Truscott Avenue, Johnsonville, Wellington",1/12/2013,$775K,$730K - $820K,https://www.homes.co.nz/address/wellington/johnsonville/3-truscott-avenue/ROlbg
"4 Rossport Street, Johnsonville, Wellington",1/02/2017,$1.07M,$990K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/4-rossport-street/DLQQL
"71 Ironside Road, Johnsonville, Wellington",22/03/2011,$995K,$925K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/71-ironside-road/rXPQD
"12 Sim Street, Johnsonville, Wellington",8/08/1998,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/12-sim-street/K0k7B
"26 Fisher Street, Johnsonville, Wellington",25/05/2012,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/26-fisher-street/Y2PZy
"75 Tarawera Road, Johnsonville, Wellington",11/02/2015,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/75-tarawera-road/Y240G
"98 Moorefield Road, Johnsonville, Wellington",1/01/1970,$1.05M,$975K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/98-moorefield-road/alzlw
"8 Angell Street, Johnsonville, Wellington",1/01/1970,$930K,$865K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/8-angell-street/zO9eE
"74 Chesterton Street, Johnsonville, Wellington",15/03/2012,$1.36M,$1.26M - $1.45M,https://www.homes.co.nz/address/wellington/johnsonville/74-chesterton-street/MkrBn
"114 Broderick Road, Johnsonville, Wellington",3/05/2010,$875K,$815K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/114-broderick-road/LDEEN
"7 Tralee Place, Johnsonville, Wellington",1/01/1970,$995K,$925K - $1.06M,https://www.homes.co.nz/address/wellington/johnsonville/7-tralee-place/qk4bO
"15 Monowai Road, Johnsonville, Wellington",24/10/2018,$1.12M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/15-monowai-road/alqXw
"60D Woodland Road, Johnsonville, Wellington",25/09/2019,$950K,$900K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/60d-woodland-road/9YWOJ
"26A Burgess Road, Johnsonville, Wellington",17/10/2003,$885K,$835K - $930K,https://www.homes.co.nz/address/wellington/johnsonville/26a-burgess-road/JLJJ1
"168 Fraser Avenue, Johnsonville, Wellington",11/11/2013,$960K,$890K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/168-fraser-avenue/848NG
"47 Bassett Road, Johnsonville, Wellington",22/05/2018,$1.21M,$1.13M - $1.3M,https://www.homes.co.nz/address/wellington/johnsonville/47-bassett-road/84vlr
"10 Tolhurst Street, Johnsonville, Wellington",9/02/2017,$1.01M,$945K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/10-tolhurst-street/x4weZ
"2 Bould Street, Johnsonville, Wellington",1/01/1970,$955K,$905K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/2-bould-street/4EV5V
"43 Ironside Road, Johnsonville, Wellington",13/09/2013,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/43-ironside-road/jDXDe
"45 Clifford Road, Johnsonville, Wellington",7/03/2013,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/45-clifford-road/ROVax
"33 Bannister Avenue, Johnsonville, Wellington",20/11/2019,$1.39M,$1.3M - $1.49M,https://www.homes.co.nz/address/wellington/johnsonville/33-bannister-avenue/QRp4V
"6 Stephen Street, Johnsonville, Wellington",1/05/2001,$1.02M,$950K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/6-stephen-street/JLz7e
"74 Kipling Street, Johnsonville, Wellington",8/11/2018,$1.07M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/74-kipling-street/jD22x
"11 Dominion Park Street, Johnsonville, Wellington",1/01/1970,$1.11M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/11-dominion-park-street/OgLeJ
"1 Tarawera Road, Johnsonville, Wellington",30/01/2009,$1.05M,$980K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/1-tarawera-road/5EwN0
"5A Tralee Place, Johnsonville, Wellington",23/04/2013,$805K,$760K - $850K,https://www.homes.co.nz/address/wellington/johnsonville/5a-tralee-place/NXV05
"52 Tarawera Road, Johnsonville, Wellington",30/04/2009,$900K,$850K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/52-tarawera-road/X4eOB
"57B Erris Street, Johnsonville, Wellington",8/12/1999,$1.05M,$980K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/57b-erris-street/15Vp0
"21A Stephen Street, Johnsonville, Wellington",13/05/2019,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/21a-stephen-street/Y2Lbw
"60A Woodland Road, Johnsonville, Wellington",15/07/2006,$855K,$805K - $900K,https://www.homes.co.nz/address/wellington/johnsonville/60a-woodland-road/ZokZO
"38 Mclintock Street, Johnsonville, Wellington",1/01/1970,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/38-mclintock-street/ggYQQ
"119 John Sims Drive, Johnsonville, Wellington",1/01/1970,$1.18M,$1.1M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/119-john-sims-drive/gg9WN
"141 Ohariu Road, Johnsonville, Wellington",12/11/2015,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/141-ohariu-road/nyYky
"15 Rossport Street, Johnsonville, Wellington",17/03/2001,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/15-rossport-street/ZoGNv
"4 Cortina Avenue, Johnsonville, Wellington",6/11/2006,$975K,$910K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/4-cortina-avenue/ROLM7
"7 Braemar Terrace, Johnsonville, Wellington",25/06/2021,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/7-braemar-terrace/OgoYN
"86 Woodland Road, Johnsonville, Wellington",18/02/2016,$890K,$830K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/86-woodland-road/Mk2Wn
