WKT,address_id,change_id,address_type,unit_value,address_number,address_number_suffix,address_number_high,water_route_name,water_name,suburb_locality,town_city,full_address_number,full_road_name,full_address,road_section_id,gd2000_xcoord,gd2000_ycoord,water_route_name_ascii,water_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (174.7955691667 -41.2206561333),375154,333382,Road,,15,,,,,Johnsonville,Wellington,15,Malaghan Grove,"15 Malaghan Grove, Johnsonville, Wellington",85814,174.79556917,-41.22065613,,,Johnsonville,Wellington,Malaghan Grove,"15 Malaghan Grove, Johnsonville, Wellington",174.7955691667,-41.2206561333
POINT (174.8042749833 -41.2218848667),375251,333466,Road,,20,,,,,Johnsonville,Wellington,20,Frankmoore Avenue,"20 Frankmoore Avenue, Johnsonville, Wellington",88411,174.80427498,-41.22188487,,,Johnsonville,Wellington,Frankmoore Avenue,"20 Frankmoore Avenue, Johnsonville, Wellington",174.8042749833,-41.2218848667
POINT (174.79731825 -41.21897985),375470,333663,Road,,3,,,,,Johnsonville,Wellington,3,Tatum Way,"3 Tatum Way, Johnsonville, Wellington",93521,174.79731825,-41.21897985,,,Johnsonville,Wellington,Tatum Way,"3 Tatum Way, Johnsonville, Wellington",174.79731825,-41.21897985
POINT (174.7985556167 -41.2182871333),375557,333743,Road,,4,,,,,Johnsonville,Wellington,4,Glenamoy Crescent,"4 Glenamoy Crescent, Johnsonville, Wellington",84563,174.79855562,-41.21828713,,,Johnsonville,Wellington,Glenamoy Crescent,"4 Glenamoy Crescent, Johnsonville, Wellington",174.7985556167,-41.2182871333
POINT (174.7985948 -41.2181859667),375707,333881,Road,,6,,,,,Johnsonville,Wellington,6,Glenamoy Crescent,"6 Glenamoy Crescent, Johnsonville, Wellington",84563,174.79859480,-41.21818597,,,Johnsonville,Wellington,Glenamoy Crescent,"6 Glenamoy Crescent, Johnsonville, Wellington",174.7985948,-41.2181859667
POINT (174.8044190667 -41.2312484667),375901,334056,Road,,10,,,,,Johnsonville,Wellington,10,Haumia Street,"10 Haumia Street, Johnsonville, Wellington",96058,174.80441907,-41.23124847,,,Johnsonville,Wellington,Haumia Street,"10 Haumia Street, Johnsonville, Wellington",174.8044190667,-41.2312484667
POINT (174.79727145 -41.2285036833),376190,334287,Road,,3,,,,,Johnsonville,Wellington,3,Sim Street,"3 Sim Street, Johnsonville, Wellington",90955,174.79727145,-41.22850368,,,Johnsonville,Wellington,Sim Street,"3 Sim Street, Johnsonville, Wellington",174.79727145,-41.2285036833
POINT (174.8006999333 -41.22986785),376242,334324,Road,,49,,,,,Johnsonville,Wellington,49,Haumia Street,"49 Haumia Street, Johnsonville, Wellington",91432,174.80069993,-41.22986785,,,Johnsonville,Wellington,Haumia Street,"49 Haumia Street, Johnsonville, Wellington",174.8006999333,-41.22986785
POINT (174.8042978167 -41.2284323833),376272,334349,Road,,51,,,,,Johnsonville,Wellington,51,Bould Street,"51 Bould Street, Johnsonville, Wellington",89914,174.80429782,-41.22843238,,,Johnsonville,Wellington,Bould Street,"51 Bould Street, Johnsonville, Wellington",174.8042978167,-41.2284323833
POINT (174.8071115 -41.2200620167),381676,339289,Road,,2,,,,,Johnsonville,Wellington,2,Ironside Road,"2 Ironside Road, Johnsonville, Wellington",81768,174.80711150,-41.22006202,,,Johnsonville,Wellington,Ironside Road,"2 Ironside Road, Johnsonville, Wellington",174.8071115,-41.2200620167
POINT (174.7924993833 -41.2276500333),369338,1579138,Road,,64,A,,,,Johnsonville,Wellington,64A,Truscott Avenue,"64A Truscott Avenue, Johnsonville, Wellington",86567,174.79249938,-41.22765003,,,Johnsonville,Wellington,Truscott Avenue,"64A Truscott Avenue, Johnsonville, Wellington",174.7924993833,-41.2276500333
POINT (174.8034262 -41.226661),376156,1579585,Road,,34,G,,,,Johnsonville,Wellington,34G,Bould Street,"34G Bould Street, Johnsonville, Wellington",93840,174.80342620,-41.22666100,,,Johnsonville,Wellington,Bould Street,"34G Bould Street, Johnsonville, Wellington",174.8034262,-41.226661
POINT (174.80561255 -41.2179639),381716,1579928,Road,,34,B,,,,Johnsonville,Wellington,34B,Monowai Road,"34B Monowai Road, Johnsonville, Wellington",90001,174.80561255,-41.21796390,,,Johnsonville,Wellington,Monowai Road,"34B Monowai Road, Johnsonville, Wellington",174.80561255,-41.2179639
POINT (174.7966333333 -41.22759205),1155268,1644097,Road,,16,B,,,,Johnsonville,Wellington,16B,Sim Street,"16B Sim Street, Johnsonville, Wellington",90955,174.79663333,-41.22759205,,,Johnsonville,Wellington,Sim Street,"16B Sim Street, Johnsonville, Wellington",174.7966333333,-41.22759205
POINT (174.7941903 -41.2205744),1637433,1708704,Road,,24,B,,,,Johnsonville,Wellington,24B,Bathgate Street,"24B Bathgate Street, Johnsonville, Wellington",99688,174.79419030,-41.22057440,,,Johnsonville,Wellington,Bathgate Street,"24B Bathgate Street, Johnsonville, Wellington",174.7941903,-41.2205744
POINT (174.7972495 -41.2221113333),1685657,1433528,Road,,25,,,,,Johnsonville,Wellington,25,Cortina Avenue,"25 Cortina Avenue, Johnsonville, Wellington",90012,174.79724950,-41.22211133,,,Johnsonville,Wellington,Cortina Avenue,"25 Cortina Avenue, Johnsonville, Wellington",174.7972495,-41.2221113333
POINT (174.7976024167 -41.2228934333),375113,333341,Road,,13,,,,,Johnsonville,Wellington,13,Cortina Avenue,"13 Cortina Avenue, Johnsonville, Wellington",90012,174.79760242,-41.22289343,,,Johnsonville,Wellington,Cortina Avenue,"13 Cortina Avenue, Johnsonville, Wellington",174.7976024167,-41.2228934333
POINT (174.8036886167 -41.2199944),375302,333513,Road,,25,,,,,Johnsonville,Wellington,25,Ironside Road,"25 Ironside Road, Johnsonville, Wellington",89228,174.80368862,-41.21999440,,,Johnsonville,Wellington,Ironside Road,"25 Ironside Road, Johnsonville, Wellington",174.8036886167,-41.2199944
POINT (174.804091 -41.2188466333),375421,333618,Road,,36,,,,,Johnsonville,Wellington,36,Ohariu Road,"36 Ohariu Road, Johnsonville, Wellington",77409,174.80409100,-41.21884663,,,Johnsonville,Wellington,Ohariu Road,"36 Ohariu Road, Johnsonville, Wellington",174.804091,-41.2188466333
POINT (174.8049892333 -41.2249798833),375468,333661,Road,,3,,,,,Johnsonville,Wellington,3,Bould Street,"3 Bould Street, Johnsonville, Wellington",92026,174.80498923,-41.22497988,,,Johnsonville,Wellington,Bould Street,"3 Bould Street, Johnsonville, Wellington",174.8049892333,-41.2249798833
