full_address,estimate_date,estimate_value,estimate_range,link
"24 Latitude Close, Whitby, Porirua",17/12/2015,$1.05M,$990K - $1.1M,https://www.homes.co.nz/address/porirua/whitby/24-latitude-close/Zegbw
"97 Leeward Drive, Whitby, Porirua",3/07/2020,$825K,$780K - $870K,https://www.homes.co.nz/address/porirua/whitby/97-leeward-drive/ejo1Q
"61 Spinnaker Drive, Whitby, Porirua",7/11/2007,$685K,$670K - $700K,https://www.homes.co.nz/address/porirua/whitby/61-spinnaker-drive/wK5qZ
"66 Samwell Drive, Whitby, Porirua",26/03/2021,$1.21M,$1.16M - $1.25M,https://www.homes.co.nz/address/porirua/whitby/66-samwell-drive/nKrJv
"13 Botany Lane, Whitby, Porirua",7/06/2007,$1.24M,$1.17M - $1.31M,https://www.homes.co.nz/address/porirua/whitby/13-botany-lane/wBgvl
"8 Banks Boulevard, Whitby, Porirua",11/03/2019,$1.24M,$1.17M - $1.3M,https://www.homes.co.nz/address/porirua/whitby/8-banks-boulevard/DGYVD
"5 Moonsail Drive, Whitby, Porirua",28/07/2015,$1.07M,$1.01M - $1.13M,https://www.homes.co.nz/address/porirua/whitby/5-moonsail-drive/2gOwe
"5 Lodestar Lane, Whitby, Porirua",25/10/2011,$1.81M,$1.71M - $1.91M,https://www.homes.co.nz/address/porirua/whitby/5-lodestar-lane/KBkKL
"32 Albatross Close, Whitby, Porirua",14/03/2008,$1M,$945K - $1.05M,https://www.homes.co.nz/address/porirua/whitby/32-albatross-close/0Myln
"23 Lanyon Place, Whitby, Porirua",23/06/2020,$990K,$935K - $1.05M,https://www.homes.co.nz/address/porirua/whitby/23-lanyon-place/DDxPn
"7 Pilot Lane, Whitby, Porirua",4/04/2012,$865K,$820K - $915K,https://www.homes.co.nz/address/porirua/whitby/7-pilot-lane/DD241
"12 Observatory Close, Whitby, Porirua",16/07/1999,$1.24M,$1.17M - $1.31M,https://www.homes.co.nz/address/porirua/whitby/12-observatory-close/R75ny
"35 Samwell Drive, Whitby, Porirua",2/12/1999,$1.27M,$1.2M - $1.34M,https://www.homes.co.nz/address/porirua/whitby/35-samwell-drive/ZeBvL
"7 Samwell Drive, Whitby, Porirua",16/09/2012,$1.18M,$1.12M - $1.25M,https://www.homes.co.nz/address/porirua/whitby/7-samwell-drive/rjVnM
"30 Ayton Drive, Whitby, Porirua",19/02/2014,$930K,$880K - $985K,https://www.homes.co.nz/address/porirua/whitby/30-ayton-drive/lbKMO
"34 Ayton Drive, Whitby, Porirua",11/03/2017,$925K,$875K - $980K,https://www.homes.co.nz/address/porirua/whitby/34-ayton-drive/WeDVk
"10 Bight Place, Whitby, Porirua",26/10/2007,$1.07M,$1.01M - $1.13M,https://www.homes.co.nz/address/porirua/whitby/10-bight-place/KAYgE
"14 Bobstay Lane, Whitby, Porirua",19/11/1996,$955K,$900K - $1.01M,https://www.homes.co.nz/address/porirua/whitby/14-bobstay-lane/aZqjL
"14 Bosun Terrace, Whitby, Porirua",31/10/1985,$1.14M,$1.08M - $1.21M,https://www.homes.co.nz/address/porirua/whitby/14-bosun-terrace/jpOJz
"15 Bowline Place, Whitby, Porirua",12/02/2020,$855K,$805K - $900K,https://www.homes.co.nz/address/porirua/whitby/15-bowline-place/LxO10
"5 Capstan Lane, Whitby, Porirua",15/04/1999,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/porirua/whitby/5-capstan-lane/Ywa1y
"17 Cleat Street, Whitby, Porirua",19/06/2019,$760K,$720K - $805K,https://www.homes.co.nz/address/porirua/whitby/17-cleat-street/kGZ5O
"10 Exploration Way, Whitby, Porirua",1/01/1970,$1.13M,$1.07M - $1.2M,https://www.homes.co.nz/address/porirua/whitby/10-exploration-way/2AR5q
"56 Mercury Way, Whitby, Porirua",13/04/2016,$955K,$905K - $1.01M,https://www.homes.co.nz/address/porirua/whitby/56-mercury-way/2ARZe
"20 Parkinson Close, Whitby, Porirua",3/08/2017,$920K,$870K - $970K,https://www.homes.co.nz/address/porirua/whitby/20-parkinson-close/B8Eeq
"9 Pump Lane, Whitby, Porirua",1/01/1970,$830K,$785K - $875K,https://www.homes.co.nz/address/porirua/whitby/9-pump-lane/wKprq
"6 The Companionway, Whitby, Porirua",12/12/2018,$935K,$885K - $985K,https://www.homes.co.nz/address/porirua/whitby/6-the-companionway/WalPL
"2 Spinnaker Drive, Whitby, Porirua",27/07/1997,$1.22M,$1.15M - $1.29M,https://www.homes.co.nz/address/porirua/whitby/2-spinnaker-drive/MYJn5
"12 Staysail Place, Whitby, Porirua",22/10/2004,$1.03M,$1.01M - $1.06M,https://www.homes.co.nz/address/porirua/whitby/12-staysail-place/X9jPj
"18 The Bollard, Whitby, Porirua",1/12/2016,$915K,$860K - $965K,https://www.homes.co.nz/address/porirua/whitby/18-the-bollard/YwOwn
"5 The Crowsnest, Whitby, Porirua",21/12/2016,$1.42M,$1.34M - $1.5M,https://www.homes.co.nz/address/porirua/whitby/5-the-crowsnest/JxOpv
"25 The Crowsnest, Whitby, Porirua",23/08/2015,$1.77M,$1.67M - $1.86M,https://www.homes.co.nz/address/porirua/whitby/25-the-crowsnest/yYZGQ
"35 Thimble Lane, Whitby, Porirua",5/05/2005,$980K,$925K - $1.04M,https://www.homes.co.nz/address/porirua/whitby/35-thimble-lane/OP8We
"43B Hicks Close, Whitby, Porirua",21/03/2018,$715K,$700K - $730K,https://www.homes.co.nz/address/porirua/whitby/43b-hicks-close/LxO7k
"10 Deptford Lane, Whitby, Porirua",24/05/2010,$1.17M,$1.11M - $1.23M,https://www.homes.co.nz/address/porirua/whitby/10-deptford-lane/ZNKjL
"14 Bluejacket Place, Whitby, Porirua",22/08/2013,$1.28M,$1.21M - $1.36M,https://www.homes.co.nz/address/porirua/whitby/14-bluejacket-place/vvWEK
"32 Flotilla Place, Whitby, Porirua",7/05/2018,$1.21M,$1.14M - $1.27M,https://www.homes.co.nz/address/porirua/whitby/32-flotilla-place/YwO2a
"37 The Masthead, Whitby, Porirua",10/05/2017,$1.62M,$1.53M - $1.71M,https://www.homes.co.nz/address/porirua/whitby/37-the-masthead/RG1lY
"81 The Masthead, Whitby, Porirua",29/09/2017,$1.43M,$1.35M - $1.51M,https://www.homes.co.nz/address/porirua/whitby/81-the-masthead/K8Q8D
"30 Spyglass Lane, Whitby, Porirua",8/05/2014,$1.11M,$1.05M - $1.17M,https://www.homes.co.nz/address/porirua/whitby/30-spyglass-lane/Kw8Wn
"12 Molyneux Close, Whitby, Porirua",29/03/2006,$1.37M,$1.3M - $1.45M,https://www.homes.co.nz/address/porirua/whitby/12-molyneux-close/aZkNy
"21 Observatory Close, Whitby, Porirua",13/07/2014,$1.12M,$1.06M - $1.19M,https://www.homes.co.nz/address/porirua/whitby/21-observatory-close/gpVr9
"78 Joseph Banks Drive, Whitby, Porirua",1/01/1970,$1.63M,$1.54M - $1.72M,https://www.homes.co.nz/address/porirua/whitby/78-joseph-banks-drive/opoB4
"3 Carvel Lane, Whitby, Porirua",29/11/2018,$905K,$855K - $955K,https://www.homes.co.nz/address/porirua/whitby/3-carvel-lane/GgrQ1
"49 Cleat Street, Whitby, Porirua",1/01/1970,$TBC,$ - $,https://www.homes.co.nz/address/porirua/whitby/49-cleat-street/7kYjO
"19B Omapere Street, Whitby, Porirua",25/03/2008,$790K,$750K - $835K,https://www.homes.co.nz/address/porirua/whitby/19b-omapere-street/yKvZQ
"27 Spinnaker Drive, Whitby, Porirua",1/01/1970,$1.06M,$1M - $1.12M,https://www.homes.co.nz/address/porirua/whitby/27-spinnaker-drive/7oBMv
"7 Staithes Drive North, Whitby, Porirua",31/05/2018,$890K,$840K - $940K,https://www.homes.co.nz/address/porirua/whitby/7-staithes-drive-north/AO72G
"205 Staithes Drive South, Whitby, Porirua",17/09/1987,$845K,$795K - $890K,https://www.homes.co.nz/address/porirua/whitby/205-staithes-drive-south/rjVvn
"5 Transom Close, Whitby, Porirua",25/03/2007,$930K,$880K - $980K,https://www.homes.co.nz/address/porirua/whitby/5-transom-close/JOE5R
"5 Helm Place, Whitby, Porirua",13/02/2007,$1.56M,$1.47M - $1.65M,https://www.homes.co.nz/address/porirua/whitby/5-helm-place/MY5gK
"6 Pacific View, Whitby, Porirua",1/03/2015,$1.57M,$1.48M - $1.66M,https://www.homes.co.nz/address/porirua/whitby/6-pacific-view/vOZX0
"11 Spritsail Place, Whitby, Porirua",19/05/2015,$1.06M,$1M - $1.12M,https://www.homes.co.nz/address/porirua/whitby/11-spritsail-place/DGYZD
"41 Albatross Close, Whitby, Porirua",24/07/2018,$870K,$820K - $915K,https://www.homes.co.nz/address/porirua/whitby/41-albatross-close/XlX1j
"12 Astronomer Place, Whitby, Porirua",1/02/2017,$1.33M,$1.25M - $1.4M,https://www.homes.co.nz/address/porirua/whitby/12-astronomer-place/7kKKN
"15 Seagull Place, Whitby, Porirua",27/08/2012,$920K,$870K - $970K,https://www.homes.co.nz/address/porirua/whitby/15-seagull-place/ppNWY
"2 Bowsprit Way, Whitby, Porirua",5/09/2012,$1.64M,$1.55M - $1.73M,https://www.homes.co.nz/address/porirua/whitby/2-bowsprit-way/eZAJK
"8 Scoresby Grove, Whitby, Porirua",16/03/2017,$1.94M,$1.83M - $2.05M,https://www.homes.co.nz/address/porirua/whitby/8-scoresby-grove/05VRZ
"29 Saunders Close, Whitby, Porirua",25/07/2018,$1.19M,$1.13M - $1.26M,https://www.homes.co.nz/address/porirua/whitby/29-saunders-close/q5rxg
"8 Observatory Close, Whitby, Porirua",1/01/1970,$1.44M,$1.36M - $1.52M,https://www.homes.co.nz/address/porirua/whitby/8-observatory-close/Gyl01
"27 Observatory Close, Whitby, Porirua",29/04/1996,$1.16M,$1.09M - $1.22M,https://www.homes.co.nz/address/porirua/whitby/27-observatory-close/WeDAK
"96 Samwell Drive, Whitby, Porirua",13/11/2001,$1.13M,$1.07M - $1.19M,https://www.homes.co.nz/address/porirua/whitby/96-samwell-drive/wBngD
"43 Samwell Drive, Whitby, Porirua",15/12/2013,$1.12M,$1.06M - $1.18M,https://www.homes.co.nz/address/porirua/whitby/43-samwell-drive/yKpjE
"57 Joseph Banks Drive, Whitby, Porirua",5/02/2003,$1.3M,$1.23M - $1.38M,https://www.homes.co.nz/address/porirua/whitby/57-joseph-banks-drive/q5rbg
"15 Bosun Terrace, Whitby, Porirua",17/03/1999,$1.34M,$1.27M - $1.42M,https://www.homes.co.nz/address/porirua/whitby/15-bosun-terrace/jGeMo
"2 Compass Way, Whitby, Porirua",7/04/2017,$1.06M,$995K - $1.11M,https://www.homes.co.nz/address/porirua/whitby/2-compass-way/X9RAY
"61 Discovery Drive, Whitby, Porirua",25/10/2019,$1.24M,$1.17M - $1.31M,https://www.homes.co.nz/address/porirua/whitby/61-discovery-drive/R7wMp
"3 Fathom Lane, Whitby, Porirua",16/09/2007,$1.2M,$1.13M - $1.27M,https://www.homes.co.nz/address/porirua/whitby/3-fathom-lane/YeREP
"101 Leeward Drive, Whitby, Porirua",19/03/2014,$910K,$860K - $960K,https://www.homes.co.nz/address/porirua/whitby/101-leeward-drive/MGebn
"51 Leeward Drive, Whitby, Porirua",4/12/2004,$1.19M,$1.12M - $1.25M,https://www.homes.co.nz/address/porirua/whitby/51-leeward-drive/yKxYa
"11 Leeward Drive, Whitby, Porirua",11/12/2011,$915K,$860K - $965K,https://www.homes.co.nz/address/porirua/whitby/11-leeward-drive/JAMLv
"73 Mercury Way, Whitby, Porirua",25/04/1988,$1.09M,$1.03M - $1.16M,https://www.homes.co.nz/address/porirua/whitby/73-mercury-way/jGKMj
"97 Spinnaker Drive, Whitby, Porirua",7/06/2012,$1.04M,$985K - $1.1M,https://www.homes.co.nz/address/porirua/whitby/97-spinnaker-drive/ZNxbp
"9 The Bollard, Whitby, Porirua",17/04/2019,$825K,$780K - $870K,https://www.homes.co.nz/address/porirua/whitby/9-the-bollard/ZegqP
"12 Resolution Drive, Whitby, Porirua",3/03/2014,$1.45M,$1.37M - $1.53M,https://www.homes.co.nz/address/porirua/whitby/12-resolution-drive/xZxlO
"43 James Cook Drive, Whitby, Porirua",10/12/2007,$1.32M,$1.25M - $1.39M,https://www.homes.co.nz/address/porirua/whitby/43-james-cook-drive/VA5wy
"3 Ships Cove, Whitby, Porirua",1/09/2015,$1.46M,$1.38M - $1.54M,https://www.homes.co.nz/address/porirua/whitby/3-ships-cove/Neaq9
"168 Endeavour Drive, Whitby, Porirua",15/08/2016,$1.27M,$1.2M - $1.34M,https://www.homes.co.nz/address/porirua/whitby/168-endeavour-drive/NaKxM
"112 Endeavour Drive, Whitby, Porirua",11/12/2012,$1.17M,$1.11M - $1.24M,https://www.homes.co.nz/address/porirua/whitby/112-endeavour-drive/8yNDK
"12 Bluejacket Place, Whitby, Porirua",1/12/2014,$1.23M,$1.16M - $1.3M,https://www.homes.co.nz/address/porirua/whitby/12-bluejacket-place/xKzl2
"11 Barque Crescent, Whitby, Porirua",15/01/2012,$1.02M,$965K - $1.08M,https://www.homes.co.nz/address/porirua/whitby/11-barque-crescent/vZwaP
"87 Discovery Drive, Whitby, Porirua",30/10/2005,$1.09M,$1.03M - $1.15M,https://www.homes.co.nz/address/porirua/whitby/87-discovery-drive/rjVpY
"16 The Topdeck, Whitby, Porirua",27/05/1999,$1.43M,$1.35M - $1.51M,https://www.homes.co.nz/address/porirua/whitby/16-the-topdeck/X9R7W
"38 Molyneux Close, Whitby, Porirua",23/04/2012,$1.14M,$1.07M - $1.2M,https://www.homes.co.nz/address/porirua/whitby/38-molyneux-close/ejJAX
"10 Molyneux Close, Whitby, Porirua",25/03/2014,$1.19M,$1.13M - $1.26M,https://www.homes.co.nz/address/porirua/whitby/10-molyneux-close/bZorz
"58 Joseph Banks Drive, Whitby, Porirua",15/06/2015,$1.02M,$965K - $1.08M,https://www.homes.co.nz/address/porirua/whitby/58-joseph-banks-drive/Lw4kK
"53 Ayton Drive, Whitby, Porirua",9/12/2004,$1.01M,$950K - $1.06M,https://www.homes.co.nz/address/porirua/whitby/53-ayton-drive/X7NqW
"7 Charthouse Lane, Whitby, Porirua",1/01/1970,$1.07M,$1.01M - $1.13M,https://www.homes.co.nz/address/porirua/whitby/7-charthouse-lane/JOGxQ
"35 Cleat Street, Whitby, Porirua",21/02/2014,$1.01M,$950K - $1.06M,https://www.homes.co.nz/address/porirua/whitby/35-cleat-street/oKAxg
"37 Hicks Close, Whitby, Porirua",6/12/2018,$1.08M,$1.02M - $1.14M,https://www.homes.co.nz/address/porirua/whitby/37-hicks-close/DYrbM
"24 Leeward Drive, Whitby, Porirua",9/11/2006,$1.12M,$1.06M - $1.18M,https://www.homes.co.nz/address/porirua/whitby/24-leeward-drive/NaK54
"5 Luff Place, Whitby, Porirua",30/08/2002,$1.01M,$955K - $1.07M,https://www.homes.co.nz/address/porirua/whitby/5-luff-place/OP8Rj
"27 Mercury Way, Whitby, Porirua",27/05/2020,$1.23M,$1.16M - $1.3M,https://www.homes.co.nz/address/porirua/whitby/27-mercury-way/GgrPv
"71 Mercury Way, Whitby, Porirua",4/09/2018,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/porirua/whitby/71-mercury-way/NqxaW
"48 Mercury Way, Whitby, Porirua",31/10/2008,$985K,$930K - $1.04M,https://www.homes.co.nz/address/porirua/whitby/48-mercury-way/XlknJ
"5 Ration Lane, Whitby, Porirua",5/11/1998,$1.2M,$1.13M - $1.27M,https://www.homes.co.nz/address/porirua/whitby/5-ration-lane/jGKje
"65 Spinnaker Drive, Whitby, Porirua",18/09/2014,$700K,$685K - $715K,https://www.homes.co.nz/address/porirua/whitby/65-spinnaker-drive/8Xzyg
"216 Staithes Drive South, Whitby, Porirua",4/11/1999,$960K,$905K - $1.01M,https://www.homes.co.nz/address/porirua/whitby/216-staithes-drive-south/wBqBl
"1 The Mainsail, Whitby, Porirua",27/08/2006,$1.14M,$1.08M - $1.21M,https://www.homes.co.nz/address/porirua/whitby/1-the-mainsail/9gDDe
"25 Endeavour Drive, Whitby, Porirua",21/02/2005,$1.31M,$1.24M - $1.38M,https://www.homes.co.nz/address/porirua/whitby/25-endeavour-drive/Nazgn
"75 Endeavour Drive, Whitby, Porirua",16/12/2011,$1.35M,$1.28M - $1.43M,https://www.homes.co.nz/address/porirua/whitby/75-endeavour-drive/rjGnD
"15 Flotilla Place, Whitby, Porirua",22/09/2014,$1.47M,$1.39M - $1.55M,https://www.homes.co.nz/address/porirua/whitby/15-flotilla-place/05XKO
"12 Lanyon Place, Whitby, Porirua",13/12/1999,$1.26M,$1.19M - $1.33M,https://www.homes.co.nz/address/porirua/whitby/12-lanyon-place/2AM2K
"19 The Layline, Whitby, Porirua",1/11/1999,$1.55M,$1.47M - $1.64M,https://www.homes.co.nz/address/porirua/whitby/19-the-layline/QAn7Y
"15 Molyneux Close, Whitby, Porirua",23/09/2015,$1.16M,$1.1M - $1.23M,https://www.homes.co.nz/address/porirua/whitby/15-molyneux-close/AEOxK
"6 Picketboat Lane, Whitby, Porirua",21/09/2015,$1.09M,$1.03M - $1.15M,https://www.homes.co.nz/address/porirua/whitby/6-picketboat-lane/gpJ2V
"50 Sailmaker Close, Whitby, Porirua",2/08/2004,$1.15M,$1.09M - $1.22M,https://www.homes.co.nz/address/porirua/whitby/50-sailmaker-close/eZwAX
"33 James Cook Drive, Whitby, Porirua",14/02/2020,$910K,$860K - $960K,https://www.homes.co.nz/address/porirua/whitby/33-james-cook-drive/WaMY7
"21 Bosun Terrace, Whitby, Porirua",29/10/2020,$1.63M,$1.54M - $1.72M,https://www.homes.co.nz/address/porirua/whitby/21-bosun-terrace/GgGp8
"4 Capstan Lane, Whitby, Porirua",18/02/1997,$1.01M,$950K - $1.06M,https://www.homes.co.nz/address/porirua/whitby/4-capstan-lane/R7wlZ
"4 Charthouse Lane, Whitby, Porirua",1/01/1970,$1.05M,$995K - $1.11M,https://www.homes.co.nz/address/porirua/whitby/4-charthouse-lane/GyER7
"34 Discovery Drive, Whitby, Porirua",3/12/2004,$955K,$900K - $1.01M,https://www.homes.co.nz/address/porirua/whitby/34-discovery-drive/441XV
"17 Exploration Way, Whitby, Porirua",26/08/2008,$1.15M,$1.09M - $1.22M,https://www.homes.co.nz/address/porirua/whitby/17-exploration-way/Wekq7
"16 Furneaux Grove, Whitby, Porirua",31/05/2012,$1.28M,$1.21M - $1.35M,https://www.homes.co.nz/address/porirua/whitby/16-furneaux-grove/1RJyW
"83 Leeward Drive, Whitby, Porirua",14/04/1999,$880K,$830K - $930K,https://www.homes.co.nz/address/porirua/whitby/83-leeward-drive/05gkZ
"43 Mercury Way, Whitby, Porirua",12/05/2021,$920K,$885K - $940K,https://www.homes.co.nz/address/porirua/whitby/43-mercury-way/vZpjG
"5 Mizzen Place, Whitby, Porirua",3/07/2009,$1.13M,$1.07M - $1.2M,https://www.homes.co.nz/address/porirua/whitby/5-mizzen-place/lb0aO
"4 Ration Lane, Whitby, Porirua",4/10/2001,$1.12M,$1.06M - $1.19M,https://www.homes.co.nz/address/porirua/whitby/4-ration-lane/Rq72x
"17 Staithes Drive North, Whitby, Porirua",1/01/1970,$835K,$790K - $880K,https://www.homes.co.nz/address/porirua/whitby/17-staithes-drive-north/wBnDj
"1 The Top Gallant, Whitby, Porirua",5/12/2012,$1.27M,$1.2M - $1.34M,https://www.homes.co.nz/address/porirua/whitby/1-the-top-gallant/4LWWL
"30 Thimble Lane, Whitby, Porirua",1/01/1970,$995K,$940K - $1.05M,https://www.homes.co.nz/address/porirua/whitby/30-thimble-lane/YwOBw
"19 Transom Close, Whitby, Porirua",16/11/2012,$935K,$885K - $990K,https://www.homes.co.nz/address/porirua/whitby/19-transom-close/kGoAO
"87B Joseph Banks Drive, Whitby, Porirua",2/02/2014,$1.36M,$1.28M - $1.43M,https://www.homes.co.nz/address/porirua/whitby/87b-joseph-banks-drive/gZ7jM
"13 Semaphore Lane, Whitby, Porirua",10/02/2021,$1.98M,$1.88M - $2.07M,https://www.homes.co.nz/address/porirua/whitby/13-semaphore-lane/jGeWA
"8 Gennaker Lane, Whitby, Porirua",1/01/1970,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/porirua/whitby/8-gennaker-lane/Ggo0B
"6 Gennaker Lane, Whitby, Porirua",25/02/2016,$1.06M,$1M - $1.12M,https://www.homes.co.nz/address/porirua/whitby/6-gennaker-lane/OoaqR
"164 Endeavour Drive, Whitby, Porirua",25/09/2015,$1.21M,$1.14M - $1.28M,https://www.homes.co.nz/address/porirua/whitby/164-endeavour-drive/EkzwX
"2 Semaphore Lane, Whitby, Porirua",29/07/2015,$1.18M,$1.11M - $1.24M,https://www.homes.co.nz/address/porirua/whitby/2-semaphore-lane/MwGGk
"18 The Layline, Whitby, Porirua",18/11/2000,$1.53M,$1.45M - $1.62M,https://www.homes.co.nz/address/porirua/whitby/18-the-layline/5Y1W0
"31 The Masthead, Whitby, Porirua",3/03/2016,$1.26M,$1.19M - $1.33M,https://www.homes.co.nz/address/porirua/whitby/31-the-masthead/zZnVJ
"15 Adventure Drive, Whitby, Porirua",14/02/2004,$880K,$835K - $930K,https://www.homes.co.nz/address/porirua/whitby/15-adventure-drive/MYWQK
"19 Ayton Drive, Whitby, Porirua",5/03/2020,$990K,$935K - $1.04M,https://www.homes.co.nz/address/porirua/whitby/19-ayton-drive/ZeBon
"12 Bobstay Lane, Whitby, Porirua",11/07/2015,$780K,$735K - $820K,https://www.homes.co.nz/address/porirua/whitby/12-bobstay-lane/nypGg
"3 Mizzen Place, Whitby, Porirua",6/11/2010,$975K,$920K - $1.03M,https://www.homes.co.nz/address/porirua/whitby/3-mizzen-place/bxAAR
"8 Ration Lane, Whitby, Porirua",11/03/2015,$1.07M,$1.01M - $1.13M,https://www.homes.co.nz/address/porirua/whitby/8-ration-lane/rpLKR
"45 Shackle Lane, Whitby, Porirua",6/03/2012,$1.08M,$1.02M - $1.14M,https://www.homes.co.nz/address/porirua/whitby/45-shackle-lane/AOj0a
"51 Shackle Lane, Whitby, Porirua",1/01/1970,$1.17M,$1.11M - $1.24M,https://www.homes.co.nz/address/porirua/whitby/51-shackle-lane/5YOyV
"1 Solander Place, Whitby, Porirua",27/04/2017,$1.01M,$960K - $1.07M,https://www.homes.co.nz/address/porirua/whitby/1-solander-place/gZ709
"95 Spinnaker Drive, Whitby, Porirua",24/10/2013,$990K,$935K - $1.04M,https://www.homes.co.nz/address/porirua/whitby/95-spinnaker-drive/RG1Qg
"20 Staysail Place, Whitby, Porirua",17/11/1994,$805K,$760K - $850K,https://www.homes.co.nz/address/porirua/whitby/20-staysail-place/ppjxQ
"15 The Mainsail, Whitby, Porirua",4/08/2018,$1.02M,$965K - $1.08M,https://www.homes.co.nz/address/porirua/whitby/15-the-mainsail/Wal2W
"27 Thimble Lane, Whitby, Porirua",1/01/1970,$410K,$395K - $425K,https://www.homes.co.nz/address/porirua/whitby/27-thimble-lane/z2pR2
"4 The Masthead, Whitby, Porirua",27/06/2014,$1.17M,$1.11M - $1.24M,https://www.homes.co.nz/address/porirua/whitby/4-the-masthead/OoaYX
"9 Endeavour Drive, Whitby, Porirua",5/03/2009,$1.37M,$1.3M - $1.45M,https://www.homes.co.nz/address/porirua/whitby/9-endeavour-drive/q5rZ0
"33 Staithes Drive North, Whitby, Porirua",24/12/2014,$1.02M,$960K - $1.07M,https://www.homes.co.nz/address/porirua/whitby/33-staithes-drive-north/AoJ4G
"1/9 Ensign Lane, Whitby, Porirua",30/12/2008,$810K,$790K - $825K,https://www.homes.co.nz/address/porirua/whitby/1-9-ensign-lane/PBvgn
"2A Transom Close, Whitby, Porirua",1/01/1970,$715K,$695K - $730K,https://www.homes.co.nz/address/porirua/whitby/2a-transom-close/44ly8
"7 Spritsail Place, Whitby, Porirua",26/05/2014,$1.06M,$1M - $1.12M,https://www.homes.co.nz/address/porirua/whitby/7-spritsail-place/8YyEj
"8 Moonsail Drive, Whitby, Porirua",1/11/2018,$1.07M,$1.01M - $1.13M,https://www.homes.co.nz/address/porirua/whitby/8-moonsail-drive/AZWba
"14 Barque Crescent, Whitby, Porirua",1/01/1970,$1.11M,$1.05M - $1.17M,https://www.homes.co.nz/address/porirua/whitby/14-barque-crescent/GgoR7
"71 Discovery Drive, Whitby, Porirua",1/01/1970,$1.13M,$1.07M - $1.19M,https://www.homes.co.nz/address/porirua/whitby/71-discovery-drive/8XoMG
"8 The Masthead, Whitby, Porirua",28/09/2017,$1.3M,$1.22M - $1.37M,https://www.homes.co.nz/address/porirua/whitby/8-the-masthead/508bL
"34 The Masthead, Whitby, Porirua",6/05/2016,$1.4M,$1.32M - $1.47M,https://www.homes.co.nz/address/porirua/whitby/34-the-masthead/QKpWY
"29 The Masthead, Whitby, Porirua",21/05/2001,$705K,$680K - $725K,https://www.homes.co.nz/address/porirua/whitby/29-the-masthead/8YXkn
"65 The Masthead, Whitby, Porirua",25/01/2005,$1.44M,$1.36M - $1.52M,https://www.homes.co.nz/address/porirua/whitby/65-the-masthead/DDReM
"1 Portage Place, Whitby, Porirua",22/11/2004,$1.17M,$1.1M - $1.23M,https://www.homes.co.nz/address/porirua/whitby/1-portage-place/L4V2W
"23 Sailmaker Close, Whitby, Porirua",11/05/2017,$1.17M,$1.11M - $1.24M,https://www.homes.co.nz/address/porirua/whitby/23-sailmaker-close/ZeBOw
"3 Bosun Terrace, Whitby, Porirua",24/03/2010,$1.21M,$1.14M - $1.27M,https://www.homes.co.nz/address/porirua/whitby/3-bosun-terrace/pKG4O
"5 Charthouse Lane, Whitby, Porirua",22/03/2004,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/porirua/whitby/5-charthouse-lane/DYEMw
"1 Fathom Lane, Whitby, Porirua",1/01/1970,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/porirua/whitby/1-fathom-lane/EkzEX
"51 Mercury Way, Whitby, Porirua",11/09/2002,$1.06M,$1M - $1.12M,https://www.homes.co.nz/address/porirua/whitby/51-mercury-way/PBWxD
"52 Omapere Street, Whitby, Porirua",26/07/2007,$815K,$770K - $860K,https://www.homes.co.nz/address/porirua/whitby/52-omapere-street/kGjAp
"8 Staithes Drive North, Whitby, Porirua",8/04/2015,$1.01M,$950K - $1.06M,https://www.homes.co.nz/address/porirua/whitby/8-staithes-drive-north/VY1Xo
"20 Staithes Drive North, Whitby, Porirua",20/11/2015,$905K,$855K - $955K,https://www.homes.co.nz/address/porirua/whitby/20-staithes-drive-north/nKgyW
"6 Stemhead Lane, Whitby, Porirua",10/04/2018,$855K,$805K - $900K,https://www.homes.co.nz/address/porirua/whitby/6-stemhead-lane/7kyxQ
"10 The Anchorage, Whitby, Porirua",9/01/1989,$1.02M,$965K - $1.08M,https://www.homes.co.nz/address/porirua/whitby/10-the-anchorage/PB2Pz
"15 The Crowsnest, Whitby, Porirua",8/09/2000,$1.29M,$1.22M - $1.36M,https://www.homes.co.nz/address/porirua/whitby/15-the-crowsnest/1aOY1
"7 The Quarterdeck, Whitby, Porirua",5/08/2011,$1.14M,$1.08M - $1.2M,https://www.homes.co.nz/address/porirua/whitby/7-the-quarterdeck/OPDwR
"22 The Quarterdeck, Whitby, Porirua",8/05/2010,$995K,$940K - $1.05M,https://www.homes.co.nz/address/porirua/whitby/22-the-quarterdeck/OoW7j
"26 The Sounding, Whitby, Porirua",19/11/1998,$1.13M,$1.07M - $1.2M,https://www.homes.co.nz/address/porirua/whitby/26-the-sounding/LxakJ
"7 Cedar Court, Whitby, Porirua",22/04/1999,$860K,$840K - $875K,https://www.homes.co.nz/address/porirua/whitby/7-cedar-court/yKvWK
"22 Leadline Place, Whitby, Porirua",20/03/2014,$1.51M,$1.42M - $1.59M,https://www.homes.co.nz/address/porirua/whitby/22-leadline-place/RqG8E
