full_address,estimate_date,estimate_value,estimate_range,link
"7 Caughley Grove, Karori, Wellington",10/10/2013,$1.8M,$1.68M - $1.91M,https://www.homes.co.nz/address/wellington/karori/7-caughley-grove/pD9xO
"18 Cooper Street, Karori, Wellington",5/06/1997,$1.49M,$1.39M - $1.58M,https://www.homes.co.nz/address/wellington/karori/18-cooper-street/ybe2z
"36 Parkvale Road, Karori, Wellington",24/12/1980,$1.37M,$1.28M - $1.46M,https://www.homes.co.nz/address/wellington/karori/36-parkvale-road/X4500
"42 David Crescent, Karori, Wellington",10/08/2018,$1.89M,$1.77M - $2.01M,https://www.homes.co.nz/address/wellington/karori/42-david-crescent/JLOa1
"59 Friend Street, Karori, Wellington",8/04/1988,$1.42M,$1.33M - $1.51M,https://www.homes.co.nz/address/wellington/karori/59-friend-street/alyga
"63 Friend Street, Karori, Wellington",11/12/2003,$1.71M,$1.6M - $1.83M,https://www.homes.co.nz/address/wellington/karori/63-friend-street/gjak9
"66 Donald Street, Karori, Wellington",1/01/1970,$1.47M,$1.37M - $1.56M,https://www.homes.co.nz/address/wellington/karori/66-donald-street/9YZ2P
"72 Beauchamp Street, Karori, Wellington",27/03/1987,$1.62M,$1.51M - $1.72M,https://www.homes.co.nz/address/wellington/karori/72-beauchamp-street/ggjBV
"75 Donald Street, Karori, Wellington",4/02/1987,$1.5M,$1.4M - $1.6M,https://www.homes.co.nz/address/wellington/karori/75-donald-street/QRblX
"7 Ellerton Way, Karori, Wellington",11/06/2014,$1.24M,$1.15M - $1.32M,https://www.homes.co.nz/address/wellington/karori/7-ellerton-way/15v5p
"121 Karori Road, Karori, Wellington",11/06/2000,$1.5M,$1.4M - $1.59M,https://www.homes.co.nz/address/wellington/karori/121-karori-road/QRzWA
"14 Flers Street, Karori, Wellington",26/12/2006,$1.68M,$1.57M - $1.8M,https://www.homes.co.nz/address/wellington/karori/14-flers-street/LDxk9
"31 Versailles Street, Karori, Wellington",1/01/1970,$1.16M,$1.09M - $1.24M,https://www.homes.co.nz/address/wellington/karori/31-versailles-street/x48Bk
"49 Messines Road, Karori, Wellington",29/12/2012,$2M,$1.87M - $2.13M,https://www.homes.co.nz/address/wellington/karori/49-messines-road/Pabxz
"50 Makara Road, Karori, Wellington",14/03/1996,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/karori/50-makara-road/7E1bE
"47B Parkvale Road, Karori, Wellington",13/09/2018,$760K,$715K - $805K,https://www.homes.co.nz/address/wellington/karori/47b-parkvale-road/Bl1vY
"121 Thurleigh Grove, Karori, Wellington",11/12/2015,$915K,$860K - $970K,https://www.homes.co.nz/address/wellington/karori/121-thurleigh-grove/Y25YP
"2 Tringham Street, Karori, Wellington",3/04/2020,$1.15M,$1.08M - $1.23M,https://www.homes.co.nz/address/wellington/karori/2-tringham-street/zOw82
"313 Karori Road, Karori, Wellington",2/12/2008,$1.35M,$1.26M - $1.44M,https://www.homes.co.nz/address/wellington/karori/313-karori-road/W4XyK
"54A Parkvale Road, Karori, Wellington",18/10/2013,$1.14M,$1.06M - $1.21M,https://www.homes.co.nz/address/wellington/karori/54a-parkvale-road/0rbnQ
"14 Khouri Avenue, Karori, Wellington",18/09/2009,$1.43M,$1.34M - $1.52M,https://www.homes.co.nz/address/wellington/karori/14-khouri-avenue/GkAng
"23 Astor Street, Karori, Wellington",9/11/2011,$1.45M,$1.36M - $1.55M,https://www.homes.co.nz/address/wellington/karori/23-astor-street/0reOB
"6 Buxton Avenue, Karori, Wellington",13/07/1998,$1.19M,$1.11M - $1.27M,https://www.homes.co.nz/address/wellington/karori/6-buxton-avenue/ekYax
"78 South Karori Road, Karori, Wellington",19/04/2017,$1.16M,$1.08M - $1.24M,https://www.homes.co.nz/address/wellington/karori/78-south-karori-road/nLK7p
"7 Hathaway Avenue, Karori, Wellington",11/11/2013,$1.1M,$1.03M - $1.17M,https://www.homes.co.nz/address/wellington/karori/7-hathaway-avenue/NXvAl
"8 Astor Street, Karori, Wellington",1/01/1970,$1.27M,$1.18M - $1.35M,https://www.homes.co.nz/address/wellington/karori/8-astor-street/DLRn1
"12 Canterbury Street, Karori, Wellington",20/11/2010,$1.14M,$1.07M - $1.22M,https://www.homes.co.nz/address/wellington/karori/12-canterbury-street/x4PQ5
"31 Cornford Street, Karori, Wellington",7/05/2013,$1.33M,$1.25M - $1.42M,https://www.homes.co.nz/address/wellington/karori/31-cornford-street/AlQ4K
"10 Marshall Street, Karori, Wellington",28/04/2006,$1.18M,$1.1M - $1.26M,https://www.homes.co.nz/address/wellington/karori/10-marshall-street/lX9qx
"29 Blakey Avenue, Karori, Wellington",11/04/2005,$1.76M,$1.64M - $1.87M,https://www.homes.co.nz/address/wellington/karori/29-blakey-avenue/0rKxB
"33 Richmond Avenue, Karori, Wellington",10/06/2001,$1.2M,$1.12M - $1.27M,https://www.homes.co.nz/address/wellington/karori/33-richmond-avenue/QRJYX
"12 Cooper Street, Karori, Wellington",15/09/2011,$1.45M,$1.35M - $1.54M,https://www.homes.co.nz/address/wellington/karori/12-cooper-street/W4yMK
"160 Parkvale Road, Karori, Wellington",28/01/2020,$1.05M,$980K - $1.12M,https://www.homes.co.nz/address/wellington/karori/160-parkvale-road/x4DvO
"20 Chamberlain Road, Karori, Wellington",21/03/2018,$1.2M,$1.12M - $1.28M,https://www.homes.co.nz/address/wellington/karori/20-chamberlain-road/x47VA
"4 Hauraki Street, Karori, Wellington",26/08/2011,$2.04M,$1.91M - $2.17M,https://www.homes.co.nz/address/wellington/karori/4-hauraki-street/ggw1B
"16 Firth Terrace, Karori, Wellington",14/09/2005,$1.55M,$1.45M - $1.65M,https://www.homes.co.nz/address/wellington/karori/16-firth-terrace/zOpJJ
"32 Voltaire Street, Karori, Wellington",22/02/2007,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/karori/32-voltaire-street/Blnvk
"73 Beauchamp Street, Karori, Wellington",21/02/2010,$1.3M,$1.21M - $1.38M,https://www.homes.co.nz/address/wellington/karori/73-beauchamp-street/x4BDz
"13 Seaforth Terrace, Karori, Wellington",21/06/2018,$1.11M,$1.04M - $1.18M,https://www.homes.co.nz/address/wellington/karori/13-seaforth-terrace/x4ZyP
"2 Cross Street, Karori, Wellington",1/01/1970,$1.26M,$1.18M - $1.34M,https://www.homes.co.nz/address/wellington/karori/2-cross-street/GkyPZ
"34 Nottingham Street, Karori, Wellington",8/07/2006,$1.72M,$1.6M - $1.83M,https://www.homes.co.nz/address/wellington/karori/34-nottingham-street/wxJNr
"42 Homewood Avenue, Karori, Wellington",24/04/2001,$1.34M,$1.26M - $1.43M,https://www.homes.co.nz/address/wellington/karori/42-homewood-avenue/pyOQ4
"48 Homewood Avenue, Karori, Wellington",19/03/2003,$1.81M,$1.69M - $1.93M,https://www.homes.co.nz/address/wellington/karori/48-homewood-avenue/LD29W
"24 Versailles Street, Karori, Wellington",10/05/2012,$1.27M,$1.18M - $1.35M,https://www.homes.co.nz/address/wellington/karori/24-versailles-street/o04OB
"2/8 Hatton Street, Karori, Wellington",11/08/1997,$910K,$855K - $965K,https://www.homes.co.nz/address/wellington/karori/2-8-hatton-street/lXk1Z
"2/29 Hathaway Avenue, Karori, Wellington",27/01/2003,$785K,$735K - $830K,https://www.homes.co.nz/address/wellington/karori/2-29-hathaway-avenue/X4qx7
"1/17 Lewer Street, Karori, Wellington",7/08/2013,$1.14M,$1.07M - $1.2M,https://www.homes.co.nz/address/wellington/karori/1-17-lewer-street/DLbAv
"46 Futuna Close, Karori, Wellington",7/10/2012,$1.17M,$1.1M - $1.24M,https://www.homes.co.nz/address/wellington/karori/46-futuna-close/Pavr0
"109 Beauchamp Street, Karori, Wellington",4/02/1987,$1.22M,$1.14M - $1.3M,https://www.homes.co.nz/address/wellington/karori/109-beauchamp-street/zOBEE
"399A Karori Road, Karori, Wellington",31/07/2014,$1.74M,$1.63M - $1.85M,https://www.homes.co.nz/address/wellington/karori/399a-karori-road/0rv5Q
"24A Ranelagh Street, Karori, Wellington",8/08/2017,$635K,$595K - $670K,https://www.homes.co.nz/address/wellington/karori/24a-ranelagh-street/NXoKg
"2/35 Parkvale Road, Karori, Wellington",14/06/2013,$850K,$800K - $900K,https://www.homes.co.nz/address/wellington/karori/2-35-parkvale-road/jDz5D
"3/46 South Karori Road, Karori, Wellington",1/01/1970,$620K,$585K - $660K,https://www.homes.co.nz/address/wellington/karori/3-46-south-karori-road/K0Nkx
"74 Makara Road, Karori, Wellington",29/04/2013,$1.23M,$1.15M - $1.3M,https://www.homes.co.nz/address/wellington/karori/74-makara-road/7ER9v
"400 South Karori Road, Karori, Wellington",19/08/2016,$1.29M,$1.22M - $1.36M,https://www.homes.co.nz/address/wellington/karori/400-south-karori-road/alZ2y
"11 Buxton Avenue, Karori, Wellington",16/09/1988,$1.03M,$965K - $1.1M,https://www.homes.co.nz/address/wellington/karori/11-buxton-avenue/lXV0e
"11 Caldwell Street, Karori, Wellington",7/09/1988,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/karori/11-caldwell-street/lXxW9
"18 Canterbury Street, Karori, Wellington",19/03/2020,$1.04M,$970K - $1.1M,https://www.homes.co.nz/address/wellington/karori/18-canterbury-street/kk7nP
"21 Montgomery Avenue, Karori, Wellington",17/12/2002,$940K,$880K - $1M,https://www.homes.co.nz/address/wellington/karori/21-montgomery-avenue/xOx4r
"383 Karori Road, Karori, Wellington",15/02/2006,$1.37M,$1.28M - $1.46M,https://www.homes.co.nz/address/wellington/karori/383-karori-road/X4enb
"62 Woodhouse Avenue, Karori, Wellington",17/10/1997,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/karori/62-woodhouse-avenue/7EpkV
"197 Karori Road, Karori, Wellington",14/06/2008,$2.87M,$2.68M - $3.05M,https://www.homes.co.nz/address/wellington/karori/197-karori-road/0r9BR
"20 Newcombe Crescent, Karori, Wellington",30/11/2017,$1.72M,$1.61M - $1.84M,https://www.homes.co.nz/address/wellington/karori/20-newcombe-crescent/lXR7b
"224 Karori Road, Karori, Wellington",20/05/2010,$1.9M,$1.78M - $2.03M,https://www.homes.co.nz/address/wellington/karori/224-karori-road/X4lJY
"27 Hauraki Street, Karori, Wellington",19/08/2020,$1.04M,$970K - $1.11M,https://www.homes.co.nz/address/wellington/karori/27-hauraki-street/9YMlb
"11 Hawick Street, Karori, Wellington",12/03/2021,$1.46M,$1.38M - $1.52M,https://www.homes.co.nz/address/wellington/karori/11-hawick-street/2EL7N
"138 Campbell Street, Karori, Wellington",1/01/1970,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/karori/138-campbell-street/rX15g
"17 Cargill Street, Karori, Wellington",21/01/2016,$1.03M,$970K - $1.1M,https://www.homes.co.nz/address/wellington/karori/17-cargill-street/DLvaw
"19 Beauchamp Street, Karori, Wellington",1/08/2008,$1.47M,$1.37M - $1.56M,https://www.homes.co.nz/address/wellington/karori/19-beauchamp-street/ggw20
"41 Donald Street, Karori, Wellington",28/10/2020,$1.98M,$1.85M - $2.11M,https://www.homes.co.nz/address/wellington/karori/41-donald-street/9Yorb
"6 Lewer Street, Karori, Wellington",6/06/2000,$985K,$925K - $1.04M,https://www.homes.co.nz/address/wellington/karori/6-lewer-street/ROB4Y
"74 Campbell Street, Karori, Wellington",14/08/2014,$1.79M,$1.67M - $1.91M,https://www.homes.co.nz/address/wellington/karori/74-campbell-street/NXwwW
"78 Beauchamp Street, Karori, Wellington",24/08/2017,$1.79M,$1.67M - $1.91M,https://www.homes.co.nz/address/wellington/karori/78-beauchamp-street/qkwx0
"84 Donald Street, Karori, Wellington",18/03/2008,$1.43M,$1.34M - $1.53M,https://www.homes.co.nz/address/wellington/karori/84-donald-street/bLG7e
"9 Beauchamp Street, Karori, Wellington",11/01/2001,$1.39M,$1.29M - $1.48M,https://www.homes.co.nz/address/wellington/karori/9-beauchamp-street/VaxLJ
"11 Homewood Crescent, Karori, Wellington",25/06/2008,$1.91M,$1.79M - $2.04M,https://www.homes.co.nz/address/wellington/karori/11-homewood-crescent/K0a2q
"13 Lemnos Avenue, Karori, Wellington",6/05/1994,$1.49M,$1.4M - $1.59M,https://www.homes.co.nz/address/wellington/karori/13-lemnos-avenue/84M8g
"1 Seaforth Terrace, Karori, Wellington",1/01/1970,$1.73M,$1.61M - $1.84M,https://www.homes.co.nz/address/wellington/karori/1-seaforth-terrace/Blkg8
"45 Homewood Avenue, Karori, Wellington",28/10/1983,$1.6M,$1.5M - $1.71M,https://www.homes.co.nz/address/wellington/karori/45-homewood-avenue/PaJJn
"73 Nottingham Street, Karori, Wellington",17/07/1984,$1.42M,$1.33M - $1.52M,https://www.homes.co.nz/address/wellington/karori/73-nottingham-street/Zoq8v
"7 Mallam Street, Karori, Wellington",22/09/1987,$1.5M,$1.41M - $1.6M,https://www.homes.co.nz/address/wellington/karori/7-mallam-street/al9qe
"20 Duthie Street, Karori, Wellington",1/01/1970,$1.95M,$1.83M - $2.08M,https://www.homes.co.nz/address/wellington/karori/20-duthie-street/Y2XpM
"4 Croydon Street, Karori, Wellington",8/11/2018,$1.45M,$1.35M - $1.54M,https://www.homes.co.nz/address/wellington/karori/4-croydon-street/LDMZN
"59 Ponsonby Road, Karori, Wellington",12/02/2014,$1.75M,$1.64M - $1.87M,https://www.homes.co.nz/address/wellington/karori/59-ponsonby-road/RODEy
"68 Croydon Street, Karori, Wellington",14/07/2006,$1.14M,$1.07M - $1.2M,https://www.homes.co.nz/address/wellington/karori/68-croydon-street/BlkrR
"73 Duthie Street, Karori, Wellington",27/02/2013,$1.48M,$1.38M - $1.58M,https://www.homes.co.nz/address/wellington/karori/73-duthie-street/o0kvr
"14 Hatton Street, Karori, Wellington",12/05/1988,$2.01M,$1.88M - $2.14M,https://www.homes.co.nz/address/wellington/karori/14-hatton-street/NXq0J
"42A Landsdowne Terrace, Karori, Wellington",9/06/2020,$1.09M,$1.02M - $1.16M,https://www.homes.co.nz/address/wellington/karori/42a-landsdowne-terrace/Og9Dn
"77A Donald Street, Karori, Wellington",15/11/2011,$1.22M,$1.14M - $1.3M,https://www.homes.co.nz/address/wellington/karori/77a-donald-street/KwqGq
"4 Allington Road, Karori, Wellington",23/08/1997,$1.15M,$1.08M - $1.23M,https://www.homes.co.nz/address/wellington/karori/4-allington-road/vyjpr
"12 South Karori Road, Karori, Wellington",20/01/2021,$1.02M,$955K - $1.07M,https://www.homes.co.nz/address/wellington/karori/12-south-karori-road/kkGZl
"11 South Karori Road, Karori, Wellington",30/09/2002,$965K,$905K - $1.03M,https://www.homes.co.nz/address/wellington/karori/11-south-karori-road/0rlVN
"22 Paddington Grove, Karori, Wellington",17/12/2013,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/karori/22-paddington-grove/PaKav
"44 Hathaway Avenue, Karori, Wellington",1/10/2013,$965K,$900K - $1.03M,https://www.homes.co.nz/address/wellington/karori/44-hathaway-avenue/ggePD
"54 South Karori Road, Karori, Wellington",11/08/2011,$1M,$935K - $1.07M,https://www.homes.co.nz/address/wellington/karori/54-south-karori-road/vyPqZ
"14 Montgomery Avenue, Karori, Wellington",18/02/2021,$1.07M,$1.01M - $1.12M,https://www.homes.co.nz/address/wellington/karori/14-montgomery-avenue/wx1ZW
"17 Chamberlain Road, Karori, Wellington",29/02/2004,$1.43M,$1.33M - $1.52M,https://www.homes.co.nz/address/wellington/karori/17-chamberlain-road/DLxEw
"40 Chamberlain Road, Karori, Wellington",13/11/2019,$1.67M,$1.56M - $1.78M,https://www.homes.co.nz/address/wellington/karori/40-chamberlain-road/bL0Vb
"23 Richmond Avenue, Karori, Wellington",1/01/1970,$1.26M,$1.18M - $1.34M,https://www.homes.co.nz/address/wellington/karori/23-richmond-avenue/DGElr
"26 Woodhouse Avenue, Karori, Wellington",31/10/2006,$1.28M,$1.19M - $1.36M,https://www.homes.co.nz/address/wellington/karori/26-woodhouse-avenue/JLR2O
"385 Karori Road, Karori, Wellington",24/10/2019,$1.94M,$1.81M - $2.07M,https://www.homes.co.nz/address/wellington/karori/385-karori-road/lX9PE
"138 Parkvale Road, Karori, Wellington",25/08/2008,$885K,$825K - $940K,https://www.homes.co.nz/address/wellington/karori/138-parkvale-road/rXeOG
"14 David Crescent, Karori, Wellington",6/08/2015,$1.3M,$1.22M - $1.39M,https://www.homes.co.nz/address/wellington/karori/14-david-crescent/alVZA
"23 Hatton Street, Karori, Wellington",22/09/2009,$1.81M,$1.69M - $1.93M,https://www.homes.co.nz/address/wellington/karori/23-hatton-street/ZoRyL
"30 Friend Street, Karori, Wellington",1/01/1970,$1.47M,$1.37M - $1.57M,https://www.homes.co.nz/address/wellington/karori/30-friend-street/0reZN
"50 Hatton Street, Karori, Wellington",5/05/1994,$1.6M,$1.5M - $1.71M,https://www.homes.co.nz/address/wellington/karori/50-hatton-street/K0n4k
"62 Homewood Avenue, Karori, Wellington",23/03/2021,$2.13M,$2.02M - $2.21M,https://www.homes.co.nz/address/wellington/karori/62-homewood-avenue/zO8lB
"15 Monaghan Avenue, Karori, Wellington",15/06/2021,$1.64M,$1.58M - $1.67M,https://www.homes.co.nz/address/wellington/karori/15-monaghan-avenue/zOVQQ
"20 Kilsyth Street, Karori, Wellington",1/01/1970,$1.93M,$1.8M - $2.05M,https://www.homes.co.nz/address/wellington/karori/20-kilsyth-street/Gkx97
"5 Laidlaw Way, Karori, Wellington",25/05/2016,$1.52M,$1.42M - $1.62M,https://www.homes.co.nz/address/wellington/karori/5-laidlaw-way/rX0lD
"7 Wrights Hill Road, Karori, Wellington",17/07/1997,$455K,$415K - $495K,https://www.homes.co.nz/address/wellington/karori/7-wrights-hill-road/nL7Nn
"3 Braithwaite Street, Karori, Wellington",6/09/2017,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/karori/3-braithwaite-street/Og1Rj
"6 Rosehaugh Avenue, Karori, Wellington",11/06/2021,$1.48M,$1.38M - $1.57M,https://www.homes.co.nz/address/wellington/karori/6-rosehaugh-avenue/X4lQ2
"134 Messines Road, Karori, Wellington",25/02/2014,$1.8M,$1.69M - $1.92M,https://www.homes.co.nz/address/wellington/karori/134-messines-road/nLEa9
"18 Versailles Street, Karori, Wellington",12/02/2020,$1.58M,$1.48M - $1.68M,https://www.homes.co.nz/address/wellington/karori/18-versailles-street/84kMx
"24 Croydon Street, Karori, Wellington",31/10/2008,$1.22M,$1.14M - $1.3M,https://www.homes.co.nz/address/wellington/karori/24-croydon-street/vyabG
"39 Landsdowne Terrace, Karori, Wellington",14/07/2004,$1.26M,$1.18M - $1.34M,https://www.homes.co.nz/address/wellington/karori/39-landsdowne-terrace/NXPZg
"407C Karori Road, Karori, Wellington",22/05/2019,$1.7M,$1.59M - $1.81M,https://www.homes.co.nz/address/wellington/karori/407c-karori-road/W4r5b
"84B Messines Road, Karori, Wellington",27/11/1993,$1.89M,$1.76M - $2.01M,https://www.homes.co.nz/address/wellington/karori/84b-messines-road/PaPjr
"3C Woodhouse Avenue, Karori, Wellington",26/01/2014,$820K,$770K - $870K,https://www.homes.co.nz/address/wellington/karori/3c-woodhouse-avenue/E0kMM
"22A Astor Street, Karori, Wellington",25/04/2009,$900K,$845K - $950K,https://www.homes.co.nz/address/wellington/karori/22a-astor-street/2Ezwe
"62 Victory Avenue, Karori, Wellington",1/01/1970,$1.06M,$995K - $1.12M,https://www.homes.co.nz/address/wellington/karori/62-victory-avenue/QRJbY
"6 Selkirk Way, Karori, Wellington",13/12/2016,$1.6M,$1.49M - $1.7M,https://www.homes.co.nz/address/wellington/karori/6-selkirk-way/BlZLO
"8 Dasent Street, Karori, Wellington",1/01/1970,$1.38M,$1.29M - $1.47M,https://www.homes.co.nz/address/wellington/karori/8-dasent-street/Gk0Eg
"19 Marsden Avenue, Karori, Wellington",29/04/2012,$2.38M,$2.22M - $2.53M,https://www.homes.co.nz/address/wellington/karori/19-marsden-avenue/AlW0n
"23 Homewood Avenue, Karori, Wellington",1/08/2019,$1.93M,$1.8M - $2.05M,https://www.homes.co.nz/address/wellington/karori/23-homewood-avenue/yboez
"4 Chisenhall Street, Karori, Wellington",2/02/1998,$1.63M,$1.52M - $1.73M,https://www.homes.co.nz/address/wellington/karori/4-chisenhall-street/BlN54
"61 Standen Street, Karori, Wellington",6/05/2003,$1.11M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/karori/61-standen-street/9YARP
"80 Nottingham Street, Karori, Wellington",17/04/2015,$1.19M,$1.11M - $1.27M,https://www.homes.co.nz/address/wellington/karori/80-nottingham-street/LDvoV
"11 Plymouth Street, Karori, Wellington",1/01/1970,$1.53M,$1.43M - $1.63M,https://www.homes.co.nz/address/wellington/karori/11-plymouth-street/LDnYK
"30 Espin Crescent, Karori, Wellington",17/03/2016,$1.68M,$1.58M - $1.79M,https://www.homes.co.nz/address/wellington/karori/30-espin-crescent/pyjyG
"43 Ponsonby Road, Karori, Wellington",10/02/2021,$2.63M,$2.48M - $2.77M,https://www.homes.co.nz/address/wellington/karori/43-ponsonby-road/84Xpr
"10 Woodhouse Avenue, Karori, Wellington",23/09/2016,$1.32M,$1.23M - $1.4M,https://www.homes.co.nz/address/wellington/karori/10-woodhouse-avenue/ZnKzv
"39 Makara Road, Karori, Wellington",22/06/1987,$965K,$905K - $1.03M,https://www.homes.co.nz/address/wellington/karori/39-makara-road/OgzL1
"79 Thurleigh Grove, Karori, Wellington",19/04/2016,$1.18M,$1.11M - $1.26M,https://www.homes.co.nz/address/wellington/karori/79-thurleigh-grove/jD5lM
"101 Sunshine Avenue, Karori, Wellington",1/01/1970,$970K,$905K - $1.03M,https://www.homes.co.nz/address/wellington/karori/101-sunshine-avenue/2EqL4
"2 Tedder Way, Karori, Wellington",26/04/2004,$1.01M,$940K - $1.07M,https://www.homes.co.nz/address/wellington/karori/2-tedder-way/GkQMr
"68A Percy Dyett Drive, Karori, Wellington",5/07/2017,$700K,$655K - $745K,https://www.homes.co.nz/address/wellington/karori/68a-percy-dyett-drive/Vaxrq
"97 Montgomery Avenue, Karori, Wellington",27/01/2009,$1M,$935K - $1.07M,https://www.homes.co.nz/address/wellington/karori/97-montgomery-avenue/Vavgl
"9 Victory Avenue, Karori, Wellington",7/05/2015,$1.04M,$975K - $1.11M,https://www.homes.co.nz/address/wellington/karori/9-victory-avenue/alMeB
"2/43 Burrows Avenue, Karori, Wellington",2/11/2016,$880K,$830K - $935K,https://www.homes.co.nz/address/wellington/karori/2-43-burrows-avenue/nLxwg
"35 Lynmouth Avenue, Karori, Wellington",24/11/1984,$1.05M,$985K - $1.12M,https://www.homes.co.nz/address/wellington/karori/35-lynmouth-avenue/Va2Db
"119 Parkvale Road, Karori, Wellington",19/10/1999,$990K,$925K - $1.06M,https://www.homes.co.nz/address/wellington/karori/119-parkvale-road/NXabM
"129 Campbell Street, Karori, Wellington",15/07/2014,$1.81M,$1.69M - $1.93M,https://www.homes.co.nz/address/wellington/karori/129-campbell-street/MkAB5
"15 Lewer Street, Karori, Wellington",1/01/1970,$1.43M,$1.33M - $1.52M,https://www.homes.co.nz/address/wellington/karori/15-lewer-street/QRElJ
"24 Scapa Terrace, Karori, Wellington",23/11/2006,$1.86M,$1.74M - $1.99M,https://www.homes.co.nz/address/wellington/karori/24-scapa-terrace/Xwjv2
"35 Donald Street, Karori, Wellington",1/01/1970,$1.29M,$1.21M - $1.38M,https://www.homes.co.nz/address/wellington/karori/35-donald-street/OgrjR
"8 Voltaire Street, Karori, Wellington",20/10/2000,$1.1M,$1.03M - $1.17M,https://www.homes.co.nz/address/wellington/karori/8-voltaire-street/ZoB51
"102 Standen Street, Karori, Wellington",21/02/2006,$1.27M,$1.19M - $1.36M,https://www.homes.co.nz/address/wellington/karori/102-standen-street/ROElg
"10 Ponsonby Road, Karori, Wellington",21/04/2015,$1.29M,$1.21M - $1.37M,https://www.homes.co.nz/address/wellington/karori/10-ponsonby-road/E0Pqx
"3 Rosehaugh Avenue, Karori, Wellington",19/08/2015,$1.85M,$1.73M - $1.97M,https://www.homes.co.nz/address/wellington/karori/3-rosehaugh-avenue/JLObq
"4 Burn Street, Karori, Wellington",18/10/2010,$1.72M,$1.6M - $1.83M,https://www.homes.co.nz/address/wellington/karori/4-burn-street/VaQDq
"11A Shirley Street, Karori, Wellington",20/06/2018,$3.05M,$2.85M - $3.25M,https://www.homes.co.nz/address/wellington/karori/11a-shirley-street/Ogy4j
"33 Duthie Street, Karori, Wellington",26/02/2009,$1.96M,$1.83M - $2.09M,https://www.homes.co.nz/address/wellington/karori/33-duthie-street/OgpyY
"34 Shirley Street, Karori, Wellington",26/02/2014,$1.78M,$1.66M - $1.89M,https://www.homes.co.nz/address/wellington/karori/34-shirley-street/qkwED
"37 Ponsonby Road, Karori, Wellington",12/06/2015,$1.67M,$1.56M - $1.78M,https://www.homes.co.nz/address/wellington/karori/37-ponsonby-road/o0Q1r
"50A Messines Road, Karori, Wellington",14/12/2006,$2.73M,$2.55M - $2.91M,https://www.homes.co.nz/address/wellington/karori/50a-messines-road/ggpEQ
"1/29A Parkvale Road, Karori, Wellington",17/12/2012,$1.1M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/karori/1-29a-parkvale-road/Bl1zO
"9 Ranelagh Terrace, Karori, Wellington",1/01/1970,$665K,$625K - $705K,https://www.homes.co.nz/address/wellington/karori/9-ranelagh-terrace/rXrj7
"61A Nottingham Street, Karori, Wellington",18/03/2016,$1.46M,$1.37M - $1.56M,https://www.homes.co.nz/address/wellington/karori/61a-nottingham-street/o0RWg
"3B Marshall Street, Karori, Wellington",12/11/2005,$905K,$850K - $955K,https://www.homes.co.nz/address/wellington/karori/3b-marshall-street/Pa1M0
"10 Montgomery Avenue, Karori, Wellington",18/04/2019,$865K,$815K - $920K,https://www.homes.co.nz/address/wellington/karori/10-montgomery-avenue/gg179
"17A Lynmouth Avenue, Karori, Wellington",17/02/1989,$860K,$805K - $910K,https://www.homes.co.nz/address/wellington/karori/17a-lynmouth-avenue/kkvYP
"3A Chaucer Way, Karori, Wellington",9/06/2014,$765K,$715K - $810K,https://www.homes.co.nz/address/wellington/karori/3a-chaucer-way/AlYYL
"104 Messines Road, Karori, Wellington",27/03/2018,$2.12M,$1.98M - $2.26M,https://www.homes.co.nz/address/wellington/karori/104-messines-road/BlkMp
"270 South Karori Road, Karori, Wellington",1/01/1970,$465K,$425K - $505K,https://www.homes.co.nz/address/wellington/karori/270-south-karori-road/Gkx7B
"15 Paddington Grove, Karori, Wellington",24/12/2014,$1.12M,$1.05M - $1.19M,https://www.homes.co.nz/address/wellington/karori/15-paddington-grove/845Dn
"21 Hathaway Avenue, Karori, Wellington",22/07/2011,$1.02M,$950K - $1.08M,https://www.homes.co.nz/address/wellington/karori/21-hathaway-avenue/OgAv1
"40 St Albans Avenue, Karori, Wellington",26/09/1986,$1.07M,$1M - $1.14M,https://www.homes.co.nz/address/wellington/karori/40-st-albans-avenue/DL5Rv
"45 Hathaway Avenue, Karori, Wellington",20/07/2017,$1.22M,$1.14M - $1.3M,https://www.homes.co.nz/address/wellington/karori/45-hathaway-avenue/qkKKO
"54 Woodhouse Avenue, Karori, Wellington",1/11/2017,$1.41M,$1.31M - $1.5M,https://www.homes.co.nz/address/wellington/karori/54-woodhouse-avenue/GkM8Z
"89 Thurleigh Grove, Karori, Wellington",20/07/2012,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/karori/89-thurleigh-grove/lXEyO
"10 Eagle Street, Karori, Wellington",25/08/2010,$1.26M,$1.17M - $1.34M,https://www.homes.co.nz/address/wellington/karori/10-eagle-street/DL9KN
"1/30 Percy Dyett Drive, Karori, Wellington",9/11/2014,$715K,$670K - $755K,https://www.homes.co.nz/address/wellington/karori/1-30-percy-dyett-drive/x4vgO
